licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Janssen Pharmaceutical Sciences UC - P0016,Incident,,2025-04-28T00:00:00+00:00,Open,2025-04-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1be203d5-1824-f011-a373-0050568a2d1a,P0016,41c94cd2-239f-4687-9bb2-b8ef6ceb0bec
C&D Foods - P0908,Incident,,2025-04-28T00:00:00+00:00,Open,2025-04-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=28bb7625-2b24-f011-a373-0050568a2d1a,P0908,44bf48f8-dca1-4580-921c-5c3ffc0b1c53
Roadstone  Limited (Maddoxtown) - P0521,Incident,,2025-04-28T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=2b7a2577-4816-f011-a373-0050568a2d1a,P0521,435d9311-740c-4eb5-b0e6-d8c0592b0fcb
Electricity Supply Board (Poolbeg) - P0577,Incident,,2025-04-28T00:00:00+00:00,Open,2025-04-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=48757aa0-4f24-f011-a373-0050568a2d1a,P0577,fb942f45-1bf4-4451-b256-5c7e5bb7d814
Thermo Fisher Scientific Cork Limited - P0004,Incident,,2025-04-28T00:00:00+00:00,Closed,2025-04-25T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6f93360b-e121-f011-a373-0050568a2d1a,P0004,1a507022-d459-4a98-afb9-cc0587998ac1
Churchtown Landfill - W0062,Incident,,2025-04-28T00:00:00+00:00,Open,2025-04-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=744ddf85-4424-f011-a373-0050568a2d1a,W0062,2aee786a-3e62-4fe0-9010-d9c5f81a3461
Doora Landfill Site - W0031,Incident,,2025-04-28T00:00:00+00:00,Open,2025-04-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=9eb89fd3-2524-f011-a373-0050568a2d1a,W0031,5ff95c14-6e51-49c6-8b88-0e0a54d5c705
Kilkenny Cheese Limited - P1180,Incident,,2025-04-28T00:00:00+00:00,Closed,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=cbdf4843-831b-f011-a373-0050568a2d1a,P1180,9372871d-2362-4b79-9bad-3b762b4855ec
Kilkenny Cheese Limited - P1180,Incident,,2025-04-28T00:00:00+00:00,Closed,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=df2a27c7-7f1b-f011-a373-0050568a2d1a,P1180,9372871d-2362-4b79-9bad-3b762b4855ec
Roadstone  Limited (Maddoxtown) - P0521,Incident,,2025-04-28T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=f0baf0b4-4a16-f011-a373-0050568a2d1a,P0521,435d9311-740c-4eb5-b0e6-d8c0592b0fcb
