licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Knockharley Landfill - W0146,Complaint,"W0146-04, 11/04/2025, odour",2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=55d33336-e216-f011-a373-0050568a2d1a,W0146,8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb
Anglo Beef Processors Ireland Unlimited Company t/a ABP Proteins Waterford - P0040,Complaint,"P0040-03, 11/04/2025, Odour",2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=7de12a19-e516-f011-a373-0050568a2d1a,P0040,c4a88361-1b4e-4f46-89d9-6655753bb9e6
Abbott Ireland (Cootehill) - P0687,Incident,Odour,2025-04-11T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=0a04b8ea-1c16-f011-a373-0050568a2d1a,P0687,85ea537d-8839-437b-ac08-e924b4850a0d
Arran Chemical Company Limited - P0110,Incident,Leakage of R410a refrigerant (22Kg),2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=22cce294-ce16-f011-a373-0050568a2d1a,P0110,77e11786-8292-4f95-8724-32e3e816d005
Pfizer Ireland Pharmaceuticals Unlimited Company (Ringaskiddy) - P0013,Incident,Leak of F-Gases,2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3c0c8163-f516-f011-a373-0050568a2d1a,P0013,8e7289a5-44fc-4715-b9b6-a76e88c16c0d
Sterling Pharma Ringaskiddy Limited - P0006,Incident,Reporting of loss of refrigerant gas under the F-Gas regulations.,2025-04-11T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=775e4b20-1e15-f011-a373-0050568a2d1a,P0006,d772370a-5f19-4eab-b3f1-8355324ed590
Ballinode - D0435,Incident,Breach of ELV,2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=7d47d49d-d716-f011-a373-0050568a2d1a,D0435,49624fa9-a660-4fe5-8e7b-1ed47f983a4e
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Incident,Uncontrolled Release,2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=89ddfa5e-de16-f011-a373-0050568a2d1a,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889
Tullamore - D0039,Incident,Monitoring Equipment Issues,2025-04-11T00:00:00+00:00,Open,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ac884500-b916-f011-a373-0050568a2d1a,D0039,5682730a-10d0-487f-a168-ed1d22ce7107
Rottapharm Limited - P0886,Monitoring Returns,Q1 2025 RTO Bypass Log,2025-04-11T00:00:00+00:00,Closed,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=10dc91ee-d616-f011-a373-0050568a2d1a,P0886,87ba69db-bf59-471f-900c-e11f934110a4
