licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
C.J. Sheeran Limited - P0337,Compliance Investigation,"P0337-01, Surface Water Contamination",2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Ci/byid?ci_id=7c0bdc96-8314-f011-a373-0050568a2d1a,P0337,477c2008-61ab-4587-b144-706d1c587fbd
Thermo Fisher Scientific Cork Limited - P0004,Incident,Abatement equipment off-line,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1e8cb2e5-5515-f011-a373-0050568a2d1a,P0004,1a507022-d459-4a98-afb9-cc0587998ac1
Dairygold Co-operative Society Limited (Castlefarm) - P0404,Incident,Uncontrolled Release,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=25537ef0-5915-f011-a373-0050568a2d1a,P0404,7559ca15-a380-41a0-9205-247a2e3bae64
Decotek Automotive Limited - P0690,Incident,Breach of ELV,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=7f1cc4a9-5115-f011-a373-0050568a2d1a,P0690,2c551f0e-eb4b-457c-9d4e-54d689f192f4
Sligo - D0014,Incident,Breach of ELV,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=c4a67d2d-4a15-f011-a373-0050568a2d1a,D0014,357fe91f-5735-43fb-b197-8901a39430e0
Dairygold Co-operative Society Limited (Castlefarm) - P0404,Incident,Uncontrolled Release,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=cf0e2ec6-5615-f011-a373-0050568a2d1a,P0404,7559ca15-a380-41a0-9205-247a2e3bae64
ZOETIS BELGIUM S.A - P0015,Incident,Breach of ELV,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ff564971-5615-f011-a373-0050568a2d1a,P0015,4447b20a-0d78-4af0-8ceb-27fcdd0f6fe8
BASF Ireland Designated Activity Company - P0052,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0792458d-4415-f011-a373-0050568a2d1a,P0052,cc146706-f674-4ba1-9e55-832e03ed4883
Kepak Cork - P0595,Site Updates/Notifications,Process Drain Report & Drain Repairs Schedule,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1082524e-5215-f011-a373-0050568a2d1a,P0595,111c398f-0328-4313-8814-14ed512920b2
Castlemaginer - A0324,Site Updates/Notifications,SV32310 documentation request,2025-04-09T00:00:00+00:00,Open,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c7e4145-5915-f011-a373-0050568a2d1a,A0324,72b4978e-9f72-4279-b5e4-56d6bcf01eed
