licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Electricity Supply Board (Moneypoint) - P0605,Incident,Abatement equipment off-line,2025-04-20T00:00:00+00:00,Open,2025-04-20T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=696aea22-dc1d-f011-a373-0050568a2d1a,P0605,d7347f12-ed09-4cff-b9e0-6b40203819d8
Electricity Supply Board (Moneypoint) - P0605,Incident,Breach of ELV,2025-04-20T00:00:00+00:00,Open,2025-04-20T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=fe396b6f-da1d-f011-a373-0050568a2d1a,P0605,d7347f12-ed09-4cff-b9e0-6b40203819d8
MSD International GmbH - P0011,Monitoring Returns,P0011-06 Solvent Management Plan Report 2024,2025-04-20T00:00:00+00:00,Open,2025-04-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=58ce65e9-bc1d-f011-a373-0050568a2d1a,P0011,78c80169-1164-478f-8852-2e93e44eb406
Dawn Meats Ireland Unlimited Company - P0811,Non Compliance,,2025-04-20T00:00:00+00:00,Issued,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=5705ceee-821b-f011-a373-0050568a2d1a,P0811,49e1c863-0ced-458c-ba11-f458f97a2e5b
Padraig Thornton Waste Disposal Ltd - W0206,Incident,Fire,2025-04-18T00:00:00+00:00,Open,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=4cfed8ec-281c-f011-a373-0050568a2d1a,W0206,a3942836-5326-403b-98d0-ef21fd454fc5
Amazon Data Services Ireland Limited - P1170,Incident,Trigger Level Reached,2025-04-18T00:00:00+00:00,Open,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=7bf7e4dd-671c-f011-a373-0050568a2d1a,P1170,f43ba22b-ecc9-4379-9c1a-16bfec4a73bf
Regeneron Ireland Designated Activity Company - P0991,Incident,Uncontrolled Release,2025-04-18T00:00:00+00:00,Open,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=89b82b6a-641c-f011-a373-0050568a2d1a,P0991,29177451-53b7-e411-b3b4-0050568a69e2
Mr James Briody - P0459,Annual Environmental Report,AER 2024,2025-04-18T00:00:00+00:00,Open,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=057b85ec-491c-f011-a373-0050568a2d1a,P0459,fdcceec1-5d0c-4699-a4ab-8bc52e3d31a1
Dawn Meats Ireland t/a Dawn Grannagh - P0179,Site Updates/Notifications,Stock Plant -  End of Trials Report,2025-04-18T00:00:00+00:00,Open,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=55f671e8-261c-f011-a373-0050568a2d1a,P0179,091ee754-9180-4ba4-b63b-2b6e076cf290
"Brewery, Chemical and Dairy Engineering Limited - P0283",Annual Environmental Report,"BCD, rev. 2",2025-04-18T00:00:00+00:00,Open,2025-04-18T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=60bba290-5b1c-f011-a373-0050568a2d1a,P0283,6fcd892d-ffe5-4837-8956-8c160e0de58b
