licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Kinsale - D0132,Complaint,Kinsale Odour,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=1aee94c3-db1b-f011-a373-0050568a2d1a,D0132,ca1418e2-37c6-4715-9a7b-5ed69a537db6
Oughterard WWTP - D0192,Incident,Breach of ELV,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=01d99523-7c1b-f011-a373-0050568a2d1a,D0192,a9bd146b-fb23-441f-b2dc-856c10b8203e
Kyte Powertech Limited - P0106,Incident,Breach of ELV,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1699960c-961b-f011-a373-0050568a2d1a,P0106,e9690cd4-633d-4986-8ed1-6ca49b49ae0d
Upper Liffey Valley Sewerage Scheme - D0002,Incident,Uncontrolled Release,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=25c7bad7-aa1b-f011-a373-0050568a2d1a,D0002,b437566f-0bb3-482c-b719-ff577e1d9d75
Williamstown - A0109,Incident,Abatement equipment off-line,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=53d6dfbb-a11b-f011-a373-0050568a2d1a,A0109,7948712a-cad3-47ee-8575-8043b9290f3f
Glenmore Generation Limited - P1004,Incident,Storm damage to reception building,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=67991b9e-941b-f011-a373-0050568a2d1a,P1004,ca1c0802-73b4-e511-987f-0050568a69e2
Dunsink Landfill aka Dunsink Civic Amenity - W0127,Incident,Trigger Level Reached,2025-04-17T00:00:00+00:00,Closed,2025-04-14T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=871bb53a-1319-f011-a373-0050568a2d1a,W0127,99bc7558-022a-497a-8fe7-895627350df5
Electricity Supply Board (Aghada) - P0561,Incident,Uncontrolled Release,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=b1fbe563-901b-f011-a373-0050568a2d1a,P0561,94eeb25b-3d0a-402a-81ac-5a183cdbeb56
Bawnboy Waste Water Works - A0297,Incident,Bawnboy WWTP has gone Septic. The cause is unknown.,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=b9cfa887-a61b-f011-a373-0050568a2d1a,A0297,88555eee-c4e6-41df-8038-a59d499cc02c
Mullingar - D0008,Incident,Incorrect flow settings.,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=bbdcd3f0-a31b-f011-a373-0050568a2d1a,D0008,ef892e8c-aedb-4aa8-80af-eba2decbe42e
Rathvilly Wastewater Treatment Plant - D0237,Incident,Uncontrolled Release,2025-04-17T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=d73287d8-0d16-f011-a373-0050568a2d1a,D0237,c2ae3140-9a5e-4471-9794-c38cf276cebb
Glenamaddy - D0379,Incident,Uncontrolled Release,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=e451afc3-a21b-f011-a373-0050568a2d1a,D0379,18a556be-f10f-452a-ad25-9ad8d6d42d39
Heineken Ireland Limited - P0445,Incident,Monitoring Equipment Issues,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=fddb37fc-821b-f011-a373-0050568a2d1a,P0445,c52556b1-fa4b-4ba9-83bd-bdbf6e2ffa5c
Anglo Beef Processors Ireland Unlimited Company (Clones) - P0190,Site Updates/Notifications,response SV31841,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0f78c613-a31b-f011-a373-0050568a2d1a,P0190,3d42e005-f4a9-458b-96b6-7d73d5b931b6
MS Patterson Ltd - P0968,Annual Environmental Report,AER 2024,2025-04-17T00:00:00+00:00,Open,2025-04-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0f8aaf88-7a1b-f011-a373-0050568a2d1a,P0968,be40eff5-f240-e511-a5db-0050568a69e2
Masonite Ireland - P0021,Monitoring Returns,Annual Noise Monitoring Report 2025.,2025-04-17T00:00:00+00:00,Closed,2025-04-15T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1b7afb5e-e719-f011-a373-0050568a2d1a,P0021,2e67f682-f839-42e2-a4d5-7b87c6b1b6fa
