licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Alert Packaging Limited - P0366,Compliance Investigation,"P0366-02, ELV exceedences at air emission point reference no. A1-1",2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Ci/byid?ci_id=aa05d15a-822a-f011-a373-0050568a2d1a,P0366,359b4db8-d712-4f91-bbbb-25f7d0633ca6
Ringsend - D0034,Complaint,Strong Smell of Sewage - Sandymount,2025-05-19T00:00:00+00:00,Closed,2025-05-05T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=0d8d09c8-862a-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Guerbet Ireland Unlimited Company - P0050,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=18c447fd-b834-f011-a373-0050568a2d1a,P0050,ef9f7457-a43a-4fd3-bbdc-12082f22b1dc
Ringsend - D0034,Incident,,2025-05-19T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=22768e05-d025-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Guerbet Ireland Unlimited Company - P0050,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=2d2dae4f-b834-f011-a373-0050568a2d1a,P0050,ef9f7457-a43a-4fd3-bbdc-12082f22b1dc
Moycullen - D0191,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=325c5293-b934-f011-a373-0050568a2d1a,D0191,598cdcee-95d9-4f78-aa93-0dc3bfc161f8
Dromod - A0275,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=36ff2460-9a34-f011-a373-0050568a2d1a,A0275,8aeca53a-630f-4d59-8100-ea13e1df6b59
Intel Ireland Limited - P0207,Incident,,2025-05-19T00:00:00+00:00,Closed,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=40c94c42-6632-f011-a373-0050568a2d1a,P0207,2c0af8b7-fb39-4182-bc57-f49fdcb25313
North Cobh - D0140,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6f70c2f1-b634-f011-a373-0050568a2d1a,D0140,9306d8c4-5a50-43f0-addf-5405a9392295
"Veolia Environmental Services Technical Solutions Ltd, Corrin, Fermoy, Cork - W0050",Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=7955a86d-9134-f011-a373-0050568a2d1a,W0050,404d61f0-befa-4b76-829a-30c602b003cb
Timoleague Agri Gen Limited - P0986,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=82ca76c5-bb34-f011-a373-0050568a2d1a,P0986,e334799f-9bb0-e611-8d41-0050568a69e2
Kingspan Insulation Limited - P0057,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8afe9e20-cd34-f011-a373-0050568a2d1a,P0057,0d6381aa-74f7-43e6-920b-81c72747e62c
Collon - D0261,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8d8bbae8-c834-f011-a373-0050568a2d1a,D0261,a8fb3812-8f3e-44b6-a3c2-f96a49bd35e7
Ennis North - D0048,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=dd6694f0-ce34-f011-a373-0050568a2d1a,D0048,68596850-0576-46c6-9dd6-4e973d815bd4
Dundalk - D0053,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=f360fa5c-c634-f011-a373-0050568a2d1a,D0053,0f980dc0-25cd-42b8-bb38-077b54e6a8dd
Castletownroche and Environs - D0293,Incident,,2025-05-19T00:00:00+00:00,Open,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=f5d9aff4-cb34-f011-a373-0050568a2d1a,D0293,ec07aaa9-9c1d-493b-86b4-35ff8883c2ca
Arran Chemical Company Limited - P0110,Incident,,2025-05-19T00:00:00+00:00,Closed,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=fb7970fe-8334-f011-a373-0050568a2d1a,P0110,77e11786-8292-4f95-8724-32e3e816d005
