licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Kingscourt - D0083,Incident,Abatement equipment off-line,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=22deace9-3c32-f011-a373-0050568a2d1a,D0083,e4d29d1d-ae78-4345-968d-c4ada2fbcfda
Ballyroe 2 - A0133,Incident,Uncontrolled Release,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6b07d916-4c32-f011-a373-0050568a2d1a,A0133,ca9efb93-325e-4150-a3ce-b19f9606ebaf
Lady's Island and Environs - A0241,Incident,Uncontrolled Release,2025-05-16T00:00:00+00:00,Closed,2025-05-01T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=97be38b7-7926-f011-a373-0050568a2d1a,A0241,6ddf3cb3-e507-4c19-92d8-a02aa4225b44
"Portrane, Donabate, Rush, Lusk - D0114",Incident,Uncontrolled Release,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=af2e9da4-4a32-f011-a373-0050568a2d1a,D0114,6c54e845-c553-4279-a359-5e516b54bbd9
Tydavnet - A0029,Incident,Abatement equipment off-line,2025-05-16T00:00:00+00:00,Closed,2025-05-13T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=b34aec24-1030-f011-a373-0050568a2d1a,A0029,56140481-19ac-480e-ad15-ebcb121d33d9
Croom - D0307,Incident,Uncontrolled Release,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=b8785056-6f32-f011-a373-0050568a2d1a,D0307,da4fd925-8aa3-471f-8094-ef5d4b73adb8
St Johnston - D0538,Incident,Abatement equipment off-line,2025-05-16T00:00:00+00:00,Closed,2025-04-29T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ce807305-1225-f011-a373-0050568a2d1a,D0538,172197d7-f841-44ff-9b3f-3180b0481618
Clones and Environs - D0206,Incident,Breach of ELV,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=f0c8ad90-2932-f011-a373-0050568a2d1a,D0206,57cddeaa-731e-4181-bbba-8c562cd7677b
Ashleigh Farms (Waterford) Limited - P0651,Annual Environmental Report,AER 2024,2025-05-16T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=38dce921-dd25-f011-a373-0050568a2d1a,P0651,925bae0c-68d4-4be1-9370-91f87b09a998
Zoetis Belgium S.A. - P0638,Site Updates/Notifications,P0638.02 - Priority Substances Wastewater - Desktop Assessment of Trade Effluent,2025-05-16T00:00:00+00:00,Closed,2025-05-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=485bed5a-5e2a-f011-a373-0050568a2d1a,P0638,189d7de6-f0b6-4a66-9948-0c5bd626a79b
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,Response to SV 32427 report 25 04 2025 photos only,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4ae566d4-8332-f011-a373-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,Fire control systems service cert,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4e62e25d-4532-f011-a373-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Ashleigh Farms (Waterford) Limited - P1096,Annual Environmental Report,AER 2024,2025-05-16T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=62d32d03-de25-f011-a373-0050568a2d1a,P1096,b52f3cbe-da0e-4407-aa02-a01f08432af4
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,Pipeline testing ,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=85b32289-2e32-f011-a373-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Ashleigh Farms (Waterford) Limited - P0447,Annual Environmental Report,AER 2024,2025-05-16T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=92713e78-dd25-f011-a373-0050568a2d1a,P0447,6ca33d63-bf07-4631-9ba3-7da8a28806b2
Tirlán Limited - P1027,Site Updates/Notifications,Licensee Public Response - SV31477,2025-05-16T00:00:00+00:00,Closed,2025-05-15T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=94f00cf4-9831-f011-a373-0050568a2d1a,P1027,ae21fab2-5737-e811-a2d3-0050568a66b2
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,Response SV 32427 ,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b14e118d-8332-f011-a373-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Milltown Composting Systems Limited - W0270,Site Updates/Notifications,Response to NC031959 - Leachate Condensate Control Measures,2025-05-16T00:00:00+00:00,Closed,2025-05-12T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b1c35d97-3f2f-f011-a373-0050568a2d1a,W0270,fe25a7be-b6b1-4353-a8b8-5d5ce20c15dd
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,Bund Reports,2025-05-16T00:00:00+00:00,Open,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b5679f61-2b32-f011-a373-0050568a2d1a,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8
Blancomet Recycling IE Limited - P1115,Requests for Approval and Site Reports,Firewater retention risk assessment,2025-05-16T00:00:00+00:00,Closed,2025-05-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bc80b261-0b30-f011-a373-0050568a2d1a,P1115,ecbc036b-7025-40d5-af78-abb427d2ee83
