licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,leap_url,document_url
North Cobh - D0140,Complaint,Odour Cobh,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,D0140,9306d8c4-5a50-43f0-addf-5405a9392295,https://leap.epa.ie/licence-profile/D0140/compliance/complaint/05743b2b-182f-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=05743b2b-182f-f011-a373-0050568a2d1a
Ringsend - D0034,Incident,Uncontrolled Release,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298,https://leap.epa.ie/licence-profile/D0034/compliance/incident/13f54937-e32c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=13f54937-e32c-f011-a373-0050568a2d1a
Novo Nordisk Production Ireland Limited - P0100,Incident,During routine maintenance a leak of refrigerant gas was detected on a heat pump unit that had been,2025-05-09T00:00:00+00:00,Closed,2025-05-07T00:00:00,P0100,a86b13ab-bfb5-4d55-8425-4e3744c34cf6,https://leap.epa.ie/licence-profile/P0100/compliance/incident/1f570590-532b-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1f570590-532b-f011-a373-0050568a2d1a
Thermo Fisher Scientific Cork Limited - P0004,Incident,Breach of ELV,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,P0004,1a507022-d459-4a98-afb9-cc0587998ac1,https://leap.epa.ie/licence-profile/P0004/compliance/incident/383987da-e72c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=383987da-e72c-f011-a373-0050568a2d1a
Baile Na nGall - D0358,Incident,Abatement equipment off-line,2025-05-09T00:00:00+00:00,Closed,2025-04-23T00:00:00,D0358,794485f0-6190-4858-aacd-1001f377f294,https://leap.epa.ie/licence-profile/D0358/compliance/incident/6641fb84-3120-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6641fb84-3120-f011-a373-0050568a2d1a
Ardmore - D0162,Incident,Spillage,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,D0162,67917695-9b7c-4939-a8d0-c714933c180b,https://leap.epa.ie/licence-profile/D0162/compliance/incident/820d0507-e22c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=820d0507-e22c-f011-a373-0050568a2d1a
Dromahair - D0279,Incident,Breach of ELV,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,D0279,e9824423-69ec-494c-947d-9f99897ad39b,https://leap.epa.ie/licence-profile/D0279/compliance/incident/8d1664ff-e92c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8d1664ff-e92c-f011-a373-0050568a2d1a
Ballon Meats Limited - P0846,Incident,Breach of ELV,2025-05-09T00:00:00+00:00,Closed,2025-04-11T00:00:00,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e,https://leap.epa.ie/licence-profile/P0846/compliance/incident/a32a4686-c016-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=a32a4686-c016-f011-a373-0050568a2d1a
Euroflex Teoranta - P0969,Incident,Monitoring Equipment Issues,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,P0969,b72ba093-7044-e711-91cb-0050568a69e2,https://leap.epa.ie/licence-profile/P0969/compliance/incident/ade8fd00-cb2c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ade8fd00-cb2c-f011-a373-0050568a2d1a
Kilmuckridge - D0161,Incident,Breach of ELV,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,D0161,befdf217-ba1d-402c-bccc-59f2199b4e06,https://leap.epa.ie/licence-profile/D0161/compliance/incident/d4255878-e52c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=d4255878-e52c-f011-a373-0050568a2d1a
Ted O'Donoghue and Sons Limited - W0214,Site Updates/Notifications,O Donoghue Waste Acceptance procedures Jan 25,2025-05-09T00:00:00+00:00,Closed,2025-01-31T00:00:00,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8,https://leap.epa.ie/licence-profile/W0214/compliance/return/0050bc69-cddf-ef11-a372-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0050bc69-cddf-ef11-a372-0050568a2d1a
Irish Pioneer Works (Fabricators) Limited - P0407,Monitoring Returns,Site Odour Report 2024,2025-05-09T00:00:00+00:00,Closed,2025-04-22T00:00:00,P0407,bebdf539-5240-4ede-a0fd-398cb98a7971,https://leap.epa.ie/licence-profile/P0407/compliance/return/04c46a5d-6f1f-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=04c46a5d-6f1f-f011-a373-0050568a2d1a
Carbery Food Ingredients Limited - P0390,Monitoring Returns,Monthly Report to the EPA April 2025,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,P0390,4f0d2033-a3d6-41f2-a3eb-48d299b58841,https://leap.epa.ie/licence-profile/P0390/compliance/return/1ceb34a7-c92c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ceb34a7-c92c-f011-a373-0050568a2d1a
Ted O'Donoghue and Sons Limited - W0214,Requests for Approval and Site Reports,ire Risk Assessment and Firewater Retention Risk Assessment 2024,2025-05-09T00:00:00+00:00,Closed,2024-06-17T00:00:00,W0214,997c85fb-3752-42b9-99aa-00f5d0c4fad8,https://leap.epa.ie/licence-profile/W0214/compliance/return/2df6b64e-b12c-ef11-a368-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2df6b64e-b12c-ef11-a368-0050568a2d1a
Mr Liam McCague - P1017,Annual Environmental Report,AER ,2025-05-09T00:00:00+00:00,Open,2025-05-09T00:00:00,P1017,f251226b-1d11-e611-99f8-0050568a69e2,https://leap.epa.ie/licence-profile/P1017/compliance/return/34c5bf90-302d-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=34c5bf90-302d-f011-a373-0050568a2d1a
Gairdini - P0639,Site Updates/Notifications,Easter Shutdown 2025,2025-05-09T00:00:00+00:00,Closed,2025-04-18T00:00:00,P0639,ad521268-f974-43a7-b12d-74ab4b779731,https://leap.epa.ie/licence-profile/P0639/compliance/return/3d6f4388-371c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3d6f4388-371c-f011-a373-0050568a2d1a
Roadstone  Limited (Maddoxtown) - P0521,Monitoring Returns,Bennettsbridge Water Quality SW2 Q1 2025,2025-05-09T00:00:00+00:00,Closed,2025-05-09T00:00:00,P0521,435d9311-740c-4eb5-b0e6-d8c0592b0fcb,https://leap.epa.ie/licence-profile/P0521/compliance/return/3e06f7b0-bd2c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3e06f7b0-bd2c-f011-a373-0050568a2d1a
