licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Kenmare - D0184,Site Updates/Notifications,Incident - silt water,2025-07-09T00:00:00+00:00,Closed,2025-05-15T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2c60e066-8131-f011-a373-0050568a2d1a,D0184,4656340c-af40-478a-bacf-5ca790ebb027
Woodville Pig Farms Unlimited Company - P0467,Monitoring Returns,Water results for 2024,2025-07-09T00:00:00+00:00,Closed,2025-05-01T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4f7972c7-9b26-f011-a373-0050568a2d1a,P0467,485a5240-52dc-410d-9e96-d912b91a4dc2
Derryconnell Landfill - W0089,Monitoring Returns,2024 Macroinvertebrate Biological Survey Report,2025-07-09T00:00:00+00:00,Closed,2025-02-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=5466bd51-08eb-ef11-a372-0050568a2d1a,W0089,c5f9f996-c1ee-425d-8df2-74467f5bcc26
The Hammond Lane Metal Company Limited - P0997,Monitoring Returns,2024 Cork Annual Surface Water Bi Annual Report,2025-07-09T00:00:00+00:00,Closed,2025-02-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=61e1e7c2-fee3-ef11-a372-0050568a2d1a,P0997,77385efd-ce54-e611-9a04-0050568a69e2
Glenbeigh - D0286,Site Updates/Notifications,Phosphorus Removal Programme - Glenbeigh WWTP - Civil works commencement 26 May 2025,2025-07-09T00:00:00+00:00,Closed,2025-05-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7df26b68-7a35-f011-a373-0050568a2d1a,D0286,5b302593-499d-4893-aae6-49d9941116c0
College Proteins Unlimited Company - P0037,Site Updates/Notifications,Letter re site visit SV32380,2025-07-09T00:00:00+00:00,Closed,2025-06-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7e93f7df-0d45-f011-a373-0050568a2d1a,P0037,8a6ba98b-6dc6-4dba-8168-24662ac3fd48
Ballaghveny Landfill - W0078,Monitoring Returns,2024 Ballaghveny Landfill Leachate Report.,2025-07-09T00:00:00+00:00,Closed,2025-02-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7ea718e3-e6ea-ef11-a372-0050568a2d1a,W0078,5979b920-a267-4a80-9f3e-e63c4e930d60
Derryconnell Landfill - W0089,Monitoring Returns,2024 Annual Groundwater Report,2025-07-09T00:00:00+00:00,Closed,2025-02-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=806c9c8d-07eb-ef11-a372-0050568a2d1a,W0089,c5f9f996-c1ee-425d-8df2-74467f5bcc26
Derryconnell Landfill - W0089,Monitoring Returns,2024 Annual Surface Water Report,2025-07-09T00:00:00+00:00,Closed,2025-02-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8bc270cb-07eb-ef11-a372-0050568a2d1a,W0089,c5f9f996-c1ee-425d-8df2-74467f5bcc26
North Kerry Landfill Site - W0001,Site Updates/Notifications,Reply to SV30717 - Update Report - June 2025,2025-07-09T00:00:00+00:00,Closed,2025-06-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9b48d303-1c42-f011-a373-0050568a2d1a,W0001,53b2aeda-052d-4b0b-b4bd-396d5fca94bb
