licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Lower Liffey Valley Regional Sewerage Scheme - D0004,Complaint,Overflowing sewage at Dara Court,2025-06-06T00:00:00+00:00,Closed,2025-05-21T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=bda7a0d9-2d36-f011-a373-0050568a2d1a,D0004,7196c04b-4bd8-478e-99af-010482136e26
Dublin Aerospace Limited - P1121,Incident,,2025-06-06T00:00:00+00:00,Open,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=08ec8985-e542-f011-a373-0050568a2d1a,P1121,898fd0d9-de0b-41e7-a972-99a0c3fd79a3
Rathcormac - D0200,Incident,,2025-06-06T00:00:00+00:00,Open,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=18671b25-ce42-f011-a373-0050568a2d1a,D0200,9ee467dd-4c75-4ff9-a359-6a760e89a578
Ardee - D0117,Incident,,2025-06-06T00:00:00+00:00,Open,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6ace5d78-e742-f011-a373-0050568a2d1a,D0117,19147670-f2d6-4cb1-bad3-8544800149d0
Edenderry - D0110,Incident,,2025-06-06T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6ae6d136-d93b-f011-a373-0050568a2d1a,D0110,65ead3b1-6a82-422e-b924-0483b5ff6b91
Thermo Fisher Scientific Cork Limited - P0004,Incident,,2025-06-06T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8917184b-c82c-f011-a373-0050568a2d1a,P0004,1a507022-d459-4a98-afb9-cc0587998ac1
Howmedica International S.de R.L. Trading As Stryker Orthopaedics - P0023,Incident,,2025-06-06T00:00:00+00:00,Closed,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=a2a086bf-bf42-f011-a373-0050568a2d1a,P0023,126ab282-3315-4a6f-9777-c7fccd99abbc
Amazon Data Services Ireland Limited - P1170,Incident,,2025-06-06T00:00:00+00:00,Open,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=a68c63f3-eb42-f011-a373-0050568a2d1a,P1170,f43ba22b-ecc9-4379-9c1a-16bfec4a73bf
Johnson & Johnson Vision Care Ireland Unlimited Company - P0818,Incident,,2025-06-06T00:00:00+00:00,Open,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=cc3deecc-ed42-f011-a373-0050568a2d1a,P0818,c384e292-8ae1-44cd-a0f3-80d28c31c889
Thermo Fisher Scientific Cork Limited - P0004,Incident,,2025-06-06T00:00:00+00:00,Closed,2025-05-30T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=d2e216d2-443d-f011-a373-0050568a2d1a,P0004,1a507022-d459-4a98-afb9-cc0587998ac1
