licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Knockharley Landfill - W0146,Complaint,"W0146-04, 30/05/2025, Odour",2025-06-16T00:00:00+00:00,Closed,2025-05-30T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=48c11207-5c3d-f011-a373-0050568a2d1a,W0146,8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb
Knockharley Landfill - W0146,Complaint,"W0146-04, 03/06/2025, Odour",2025-06-16T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=c3c9ab9a-7740-f011-a373-0050568a2d1a,W0146,8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb
Walshestown Restoration Limited - W0254,Incident,Spillage,2025-06-16T00:00:00+00:00,Closed,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=4bcc67b2-f242-f011-a373-0050568a2d1a,W0254,af4ef788-0ab5-4ca6-8f58-98bd88a78c59
Milltown Composting Systems Limited - W0270,Incident,Uncontrolled Release,2025-06-16T00:00:00+00:00,Closed,2025-05-20T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=64ea0429-5f35-f011-a373-0050568a2d1a,W0270,fe25a7be-b6b1-4353-a8b8-5d5ce20c15dd
Cara Partners - P0017,Incident,Breach of ELV,2025-06-16T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=af06d6c6-db3b-f011-a373-0050568a2d1a,P0017,177d9576-1c1f-4a4e-98b7-7babe9cdf8b2
Portlaoise - D0001,Site Updates/Notifications,Portlaoise WWTP Effluent and Ambient Data,2025-06-16T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=26b05d36-c82c-f011-a373-0050568a2d1a,D0001,c1e97db8-268a-4b5b-bb76-a9933fb20c21
Castletown - D0387,Site Updates/Notifications,Castletown WWTP Effluent and Ambient Data,2025-06-16T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4e09f005-c82c-f011-a373-0050568a2d1a,D0387,e55ef421-f3e7-4092-8403-66e67bcf70d6
Rochfortbridge - D0101,Site Updates/Notifications,Site Visit_Requested Information,2025-06-16T00:00:00+00:00,Closed,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=501cf3c1-9734-f011-a373-0050568a2d1a,D0101,00fa673b-9783-429f-b5f7-5be382156e67
Rochfortbridge - D0101,Site Updates/Notifications,Site Visit_Requested Information,2025-06-16T00:00:00+00:00,Closed,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7b911a7b-3932-f011-a373-0050568a2d1a,D0101,00fa673b-9783-429f-b5f7-5be382156e67
Lower Liffey Valley Regional Sewerage Scheme - D0004,Site Updates/Notifications,"SV32284 - Leixlip EFF, AMB, MLSS & SWO Data pre- OEE inspection 29/05/2025",2025-06-16T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7cb7db75-b43b-f011-a373-0050568a2d1a,D0004,7196c04b-4bd8-478e-99af-010482136e26
Dawn Meats Ireland Unlimited Company - P0820,Site Updates/Notifications,Response to Site Visit Report SV32491,2025-06-16T00:00:00+00:00,Closed,2025-05-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8d7afeb6-683d-f011-a373-0050568a2d1a,P0820,df2e17b8-6120-4c03-b9b7-b966187fcc55
Athlone - D0007,Site Updates/Notifications,Site Visit_Requested Information,2025-06-16T00:00:00+00:00,Closed,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b3ec2d15-9734-f011-a373-0050568a2d1a,D0007,3bf57336-1449-465b-bec9-4c66436c2922
"SRCL Limited (Kylemore Road) trading as Eco-Safe Systems Ltd, Allied Industrial Estate, Kylemore Roa",Monitoring Returns,"Microbial monitoring reports for EP5, EP6, EP7",2025-06-16T00:00:00+00:00,Closed,2025-03-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=de29ac68-0c0e-f011-a373-0050568a2d1a,W0054,7e56b05f-0bea-4d16-95d3-ece4f0ae0c2e
