licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
MSD International GmbH - P0011,Incident,,2025-06-03T00:00:00+00:00,Closed,2025-05-14T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=06aac360-a630-f011-a373-0050568a2d1a,P0011,78c80169-1164-478f-8852-2e93e44eb406
Electricity Supply Board (Moneypoint) - P0605,Incident,,2025-06-03T00:00:00+00:00,Open,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=4813d514-9d40-f011-a373-0050568a2d1a,P0605,d7347f12-ed09-4cff-b9e0-6b40203819d8
SRCL Limited - W0055,Incident,,2025-06-03T00:00:00+00:00,Closed,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8633060f-3032-f011-a373-0050568a2d1a,W0055,6516023e-88dc-4bff-becc-da5fa21f8f35
C&D Foods - P0908,Incident,,2025-06-03T00:00:00+00:00,Open,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=c76bddaa-8a40-f011-a373-0050568a2d1a,P0908,44bf48f8-dca1-4580-921c-5c3ffc0b1c53
Xerox (Europe) Limited - P0508,Incident,,2025-06-03T00:00:00+00:00,Open,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=e58b389b-7e40-f011-a373-0050568a2d1a,P0508,0b847f47-1234-4001-9b2b-a6e450436dfd
Powerstown Landfill Site - W0025,Monitoring Returns,2025 Flare Inlet Report,2025-06-03T00:00:00+00:00,Open,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=05ddcf1e-6640-f011-a373-0050568a2d1a,W0025,dd2f07a1-348f-468d-94f6-520b76079112
Drehid Waste Management Facility - W0201,Monitoring Returns,Quarter 4 2024 Groundwater Monitoring Report,2025-06-03T00:00:00+00:00,Closed,2025-02-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0eb733c4-b6e3-ef11-a372-0050568a2d1a,W0201,cc39b8c1-819f-4b39-ad05-22361694bb41
Moyvalley Meats (IRL) - P0192,Site Updates/Notifications,Covering of the balance tank,2025-06-03T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2886a0f1-c237-f011-a373-0050568a2d1a,P0192,16676a48-ed36-4471-bfb7-450165fc92d6
Tramore Waste Disposal Site - W0075,Monitoring Returns,2024 Annual Surface Water Report and Analysis,2025-06-03T00:00:00+00:00,Closed,2025-02-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=363e5b73-5be5-ef11-a372-0050568a2d1a,W0075,40137712-e0e3-47b6-96c4-02f3a277169a
Kepak Kilbeggan - P0781,Site Updates/Notifications,Request from Visit on 15/05,2025-06-03T00:00:00+00:00,Closed,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=452e3924-c734-f011-a373-0050568a2d1a,P0781,b9439fad-eedc-4868-8bf7-72e0d7843c31
