licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Staunton Foods Limited - P0947,Complaint,"P0947-02, 23/05/2025, Noise",2025-06-12T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=1d04c9e5-2838-f011-a373-0050568a2d1a,P0947,479f42a6-4d72-e511-a5db-0050568a69e2
Ringsend - D0034,Complaint,"(W) Possible agricultural run off to the Tolka River, Co Dublin",2025-06-12T00:00:00+00:00,Closed,2025-05-20T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=4aa30312-9435-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Staunton Foods Limited - P0947,Complaint,"P0947-02, 25/05/2025, Noise",2025-06-12T00:00:00+00:00,Closed,2025-05-25T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=62c093c6-aa39-f011-a373-0050568a2d1a,P0947,479f42a6-4d72-e511-a5db-0050568a69e2
Staunton Foods Limited - P0947,Complaint,"P0947-02, 24/05/2025, Noise",2025-06-12T00:00:00+00:00,Closed,2025-05-24T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=f9da4d4b-e238-f011-a373-0050568a2d1a,P0947,479f42a6-4d72-e511-a5db-0050568a69e2
The Hammond Lane Metal Company Limited - P1002,Incident,,2025-06-12T00:00:00+00:00,Closed,2025-05-30T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=13a70dd2-4a3d-f011-a373-0050568a2d1a,P1002,79385efd-ce54-e611-9a04-0050568a69e2
Camolin and Environs - D0405,Incident,,2025-06-12T00:00:00+00:00,Closed,2025-05-21T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1933e4ef-4536-f011-a373-0050568a2d1a,D0405,ad021ee8-0eee-4039-b791-cd49141f446e
Ringsend - D0034,Incident,,2025-06-12T00:00:00+00:00,Closed,2025-05-30T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=29fc2112-6c3d-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Lady's Island and Environs - A0241,Incident,,2025-06-12T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3efdc0de-b237-f011-a373-0050568a2d1a,A0241,6ddf3cb3-e507-4c19-92d8-a02aa4225b44
Kilkenny City and Environs - D0018,Incident,,2025-06-12T00:00:00+00:00,Closed,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=50ecce3f-4b32-f011-a373-0050568a2d1a,D0018,96d624b8-724b-4d95-9e91-c8aa0cb52213
Martin Jennings Wholesale Limited - P0859,Site Updates/Notifications,2.9 Construction Works (Observation) ,2025-06-12T00:00:00+00:00,Closed,2025-05-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=023abc8f-903c-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,Monitoring Returns,noise ,2025-06-12T00:00:00+00:00,Closed,2025-05-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=12045ad2-f936-f011-a373-0050568a2d1a,W0183,cf22f339-6828-4cec-af41-c14e1aa882b4
Vermilion Exploration and Production Ireland Limited - P0738,Site Updates/Notifications,Pitstop 2025 update,2025-06-12T00:00:00+00:00,Closed,2025-06-04T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18f4bd61-2b41-f011-a373-0050568a2d1a,P0738,aa3749e0-2af5-4c42-b314-e161593785e9
N&C Enterprises Limited - W0292,Monitoring Returns,Quarter 1 Groundwater monitoring  ,2025-06-12T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1fa4a1f3-5a40-f011-a373-0050568a2d1a,W0292,54f8da29-b073-e711-bce9-0050568a69e2
Bord Na Móna Recycling Limited - W0222,Site Updates/Notifications,Request for Time Extension - Report ,2025-06-12T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=24146e0c-ad3b-f011-a373-0050568a2d1a,W0222,db967645-e5c5-438f-9cb5-7bcf91287c66
Starrus Eco Holdings Limited (Greenogue) - W0188,Monitoring Returns,Noise survey report 2024,2025-06-12T00:00:00+00:00,Closed,2025-05-21T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=340058bc-7536-f011-a373-0050568a2d1a,W0188,30f61d20-175e-4cc3-8628-ee84d331735d
Martin Jennings Wholesale Limited - P0859,Site Updates/Notifications,2.2 Storage and labelling of materials 3.7.2 & 3.7.5 (Non-Compliance),2025-06-12T00:00:00+00:00,Closed,2025-05-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4923479e-983c-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Martin Jennings Wholesale Limited - P0859,Site Updates/Notifications,2.5 Odour assessments 5.7 (Observation) ,2025-06-12T00:00:00+00:00,Closed,2025-05-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4f82347c-9a3c-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Aurivo Dairy Ingredients Limited - P0802,Site Updates/Notifications,Notification of Power interruption,2025-06-12T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6ad98bb8-9240-f011-a373-0050568a2d1a,P0802,61015510-114f-4e15-be24-1b39ab3f2899
Fort Wayne Metals Ireland Limited - P0646,Site Updates/Notifications,Licensee Public Response - SV31530,2025-06-12T00:00:00+00:00,Closed,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=81a349c3-d142-f011-a373-0050568a2d1a,P0646,ebae73c2-6577-4044-bf86-c0a3a03376d7
Aurivo Dairy Ingredients Limited - P0802,Site Updates/Notifications,Uisce Eireann foul line blockage,2025-06-12T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8af5b68f-7a40-f011-a373-0050568a2d1a,P0802,61015510-114f-4e15-be24-1b39ab3f2899
Kepak Longford Unlimited Company - P1084,Site Updates/Notifications,Response to SV31838 - Resubmission LR093755,2025-06-12T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8db82459-8740-f011-a373-0050568a2d1a,P1084,acf675a7-2b7e-4f74-92ab-710651a70335
Boston Scientific Limited - P0725,Monitoring Returns,Boston Scientific Galway - Solvent Management Plan 2024,2025-06-12T00:00:00+00:00,Closed,2025-05-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8efda0e0-8935-f011-a373-0050568a2d1a,P0725,ab26e693-9cc9-48be-a506-87ce86e1f38e
Martin Jennings Wholesale Limited - P0859,Site Updates/Notifications,2.7 Monitoring Results (Observation),2025-06-12T00:00:00+00:00,Closed,2025-05-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9d144a70-903c-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
