licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,leap_url,document_url
Valspar Industries (Ireland) Limited - P0209,Annual Environmental Report,Annual Environmental Report 2024,2025-06-13T00:00:00+00:00,Closed,2025-06-05T00:00:00,P0209,fbbb3f3c-9a99-4646-864a-cce1a37f4ed1,https://leap.epa.ie/licence-profile/P0209/compliance/return/53a87879-0842-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=53a87879-0842-f011-a373-0050568a2d1a
Port of Waterford. - S0012,Site Updates/Notifications,Completion notice late May plooughing,2025-06-13T00:00:00+00:00,Closed,2025-06-06T00:00:00,S0012,d3e61a83-98a6-e611-8d41-0050568a69e2,https://leap.epa.ie/licence-profile/S0012/compliance/return/5d06dba5-ac42-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=5d06dba5-ac42-f011-a373-0050568a2d1a
Henkel Ireland Operations and Research Ireland Limited (Tallaght) - P0079,Site Updates/Notifications,Licensee Public Response - SV32099,2025-06-13T00:00:00+00:00,Closed,2025-03-18T00:00:00,P0079,af2d8f84-1b57-424a-a46a-a029fa9d4cda,https://leap.epa.ie/licence-profile/P0079/compliance/return/8bade4a7-0804-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8bade4a7-0804-f011-a373-0050568a2d1a
ZOETIS BELGIUM S.A - P0015,Monitoring Returns,CEMS 1 and 2 Validation reports ,2025-06-13T00:00:00+00:00,Closed,2025-02-17T00:00:00,P0015,4447b20a-0d78-4af0-8ceb-27fcdd0f6fe8,https://leap.epa.ie/licence-profile/P0015/compliance/return/8c4c5611-53ed-ef11-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8c4c5611-53ed-ef11-a373-0050568a2d1a
CHI Environmental Limited - W0260,Annual Environmental Report,Annual Environmental Report 2024,2025-06-13T00:00:00+00:00,Closed,2025-05-14T00:00:00,W0260,52d216d3-fb23-e611-99f8-0050568a69e2,https://leap.epa.ie/licence-profile/W0260/compliance/return/9ef665a5-9030-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9ef665a5-9030-f011-a373-0050568a2d1a
Msk Sand Limited - W0305,Annual Environmental Report,AER 2024,2025-06-13T00:00:00+00:00,Closed,2025-03-29T00:00:00,W0305,c5c713e4-703d-4055-885e-36071ce6c05b,https://leap.epa.ie/licence-profile/W0305/compliance/return/9fe4142b-990c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9fe4142b-990c-f011-a373-0050568a2d1a
Port of Waterford. - S0012,Site Updates/Notifications,Commencement notice mid June ploughing,2025-06-13T00:00:00+00:00,Open,2025-06-13T00:00:00,S0012,d3e61a83-98a6-e611-8d41-0050568a69e2,https://leap.epa.ie/licence-profile/S0012/compliance/return/b66a7c63-4048-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b66a7c63-4048-f011-a373-0050568a2d1a
Blackrock - D0188,Site Updates/Notifications,Site visit records requested,2025-06-13T00:00:00+00:00,Closed,2025-05-16T00:00:00,D0188,02c378a0-0b5b-42a5-826e-5dc6bb2e7826,https://leap.epa.ie/licence-profile/D0188/compliance/return/bb85d373-6732-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bb85d373-6732-f011-a373-0050568a2d1a
Staunton Foods Limited - P0947,Complaint,"P0947-02, 23/05/2025, Noise",2025-06-12T00:00:00+00:00,Closed,2025-05-23T00:00:00,P0947,479f42a6-4d72-e511-a5db-0050568a69e2,https://leap.epa.ie/licence-profile/P0947/compliance/complaint/1d04c9e5-2838-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=1d04c9e5-2838-f011-a373-0050568a2d1a
Ringsend - D0034,Complaint,"(W) Possible agricultural run off to the Tolka River, Co Dublin",2025-06-12T00:00:00+00:00,Closed,2025-05-20T00:00:00,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298,https://leap.epa.ie/licence-profile/D0034/compliance/complaint/4aa30312-9435-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=4aa30312-9435-f011-a373-0050568a2d1a
