document_url,compliance_id,document_id,document_type,title,document_date,last_updated,last_checked,metadata_json
https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=48c11207-5c3d-f011-a373-0050568a2d1a,48c11207-5c3d-f011-a373-0050568a2d1a,,Complaint,,2025-06-16T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""48c11207-5c3d-f011-a373-0050568a2d1a"", ""document_type"": ""Complaint"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=48c11207-5c3d-f011-a373-0050568a2d1a"", ""title"": """", ""description"": """", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""complaintid\"": \""48c11207-5c3d-f011-a373-0050568a2d1a\"", \""type\"": \""Complaint\"", \""reference\"": \""COM021008\"", \""subject\"": \""W0146-04, 30/05/2025, Odour\"", \""status\"": \""Closed\"", \""licenceid\"": \""d090c9dc-0dd0-4202-86ea-f867a055f8bf\"", \""licenceprofileid\"": \""8a684cb8-e7fb-4d81-b843-20ffd7f4aeeb\"", \""datereceived\"": \""2025-05-30T00:00:00\"", \""closeddate\"": \""2025-06-16T00:00:00\"", \""complianceinvestigationid\"": null, \""dateoccurred\"": \""2025-05-30T00:00:00\"", \""durationofoccurance\"": \""All day\""}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=017bafbc-a63c-f011-a373-0050568a2d1a,017bafbc-a63c-f011-a373-0050568a2d1a,,Incident,,2025-05-29T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""017bafbc-a63c-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=017bafbc-a63c-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Potential Incident 29/05/2025. The gearbox for the PFT failed in Dingle WWTP on the 7th of May. Approved contractor brought it to Mallow for inspection on repairs, after emptying the PFT tank which was pumped back into ditch 2. The contractors are currently preparing a price for both refurbishment of parts and new install. Currently tankering loads (30m3) from the PFT to Killarney WWTP for the foreseeable - first load was collected on the 22nd last week and another this week potentially will be two loads a week going forward."", ""submission_date"": """", ""status"": ""Open"", ""metadata"": ""{\""incidentid\"": \""017bafbc-a63c-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030414\"", \""subject\"": \""Abatement equipment off-line\"", \""status\"": \""Open\"", \""licenceid\"": \""bc1e76ab-203e-e111-ab87-0050568a69e2\"", \""licenceprofileid\"": \""a7e6cad5-fddf-467b-8091-1d9856df04c5\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Abatement equipment off-line\"", \""vulnerablereceptors\"": \""None as All material is being tankered \"", \""receptors\"": \""No uncontrolled release\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Plant or equipment breakdown at WWTP\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-29T00:00:00\"", \""closeddate\"": null, \""approximatestart\"": \""2025-05-07T09:00:00\"", \""firstnoticed\"": \""2025-05-07T09:00:00\"", \""finishtime\"": null, \""notifiedparties\"": \""Department of Agriculture, Food and the Marine, Inland Fisheries Ireland\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""TPEFF1300D0185SW001\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Potential Incident 29/05/2025. The gearbox for the PFT failed in Dingle WWTP on the 7th of May. Approved contractor brought it to Mallow for inspection on repairs, after emptying the PFT tank which was pumped back into ditch 2. The contractors are currently preparing a price for both refurbishment of parts and new install. Currently tankering loads (30m3) from the PFT to Killarney WWTP for the foreseeable - first load was collected on the 22nd last week and another this week potentially will be two loads a week going forward.\"", \""otherrelevantinformation\"": null, \""impactonenvironment\"": \""None as all material is being tankered at present\"", \""activityinprogress\"": \""Normal Activities\"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=0777023b-3f3d-f011-a373-0050568a2d1a,0777023b-3f3d-f011-a373-0050568a2d1a,,Incident,,2025-05-30T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""0777023b-3f3d-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=0777023b-3f3d-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Hi Martina.\n\nThere was a power outage in the Arklow area (external to the site) yesterday evening, 29/05/25, which caused the Thermal Oxidiser (TO) to shut down at approximately 17:52. The plant was restarted and the Thermal Oxidiser came back online at approximately 18:35.\n\nKind regards,\n\nVincent. "", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""0777023b-3f3d-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030417\"", \""subject\"": \""Abatement equipment off-line\"", \""status\"": \""Closed\"", \""licenceid\"": \""a3a32dde-7359-4f8a-a08f-db73dbf3671d\"", \""licenceprofileid\"": \""661072a9-52f4-4501-9aa9-83d62658a278\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Abatement equipment off-line\"", \""vulnerablereceptors\"": \""Vulnerable receptors past the site boundary.\"", \""receptors\"": \""Air\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Power failure\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-30T00:00:00\"", \""closeddate\"": \""2025-05-30T00:00:00\"", \""approximatestart\"": \""2025-05-29T17:52:00\"", \""firstnoticed\"": \""2025-05-29T17:52:00\"", \""finishtime\"": \""2025-05-29T18:35:00\"", \""notifiedparties\"": \""\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""P0089-A1-7\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Hi Martina.\\n\\nThere was a power outage in the Arklow area (external to the site) yesterday evening, 29/05/25, which caused the Thermal Oxidiser (TO) to shut down at approximately 17:52. The plant was restarted and the Thermal Oxidiser came back online at approximately 18:35.\\n\\nKind regards,\\n\\nVincent. \"", \""otherrelevantinformation\"": null, \""impactonenvironment\"": \""To have a meaningful impact on sensitive receptors beyond the site boundary, an emission of 3,009 kg of organic carbon would be required in a single event. The total emission for this event was 1.1211 kg, which is significantly below the threshold that could cause a substantial impact.\"", \""activityinprogress\"": \""Processes were stopped at the beginning of the power outage and not re-started until the power and TO were re-instated.\"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=13a70dd2-4a3d-f011-a373-0050568a2d1a,13a70dd2-4a3d-f011-a373-0050568a2d1a,,Incident,,2025-06-12T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""13a70dd2-4a3d-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=13a70dd2-4a3d-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""At 08:32 AM on the 30th of May 2025, a vehicle delivering scrap metal to HLMC\u2019s Ringsend site triggered radiation alarms during standard entry screening."", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""13a70dd2-4a3d-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030420\"", \""subject\"": \""Radiation Detection Incident \"", \""status\"": \""Closed\"", \""licenceid\"": \""0b75138a-d254-e611-9a04-0050568a69e2\"", \""licenceprofileid\"": \""79385efd-ce54-e611-9a04-0050568a69e2\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Radiation Detection Incident \"", \""vulnerablereceptors\"": \""none\"", \""receptors\"": \""No uncontrolled release\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""unknown\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-30T00:00:00\"", \""closeddate\"": \""2025-06-12T00:00:00\"", \""approximatestart\"": \""2025-05-30T08:32:00\"", \""firstnoticed\"": \""2025-05-30T08:32:00\"", \""finishtime\"": \""2025-06-04T08:00:00\"", \""notifiedparties\"": \""\"", \""dischargepoint\"": \""No\"", \""emissionpointname\"": \""n/a\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""At 08:32 AM on the 30th of May 2025, a vehicle delivering scrap metal to HLMC\\u2019s Ringsend site triggered radiation alarms during standard entry screening.\"", \""otherrelevantinformation\"": \""Load has been isolated in our Radiation detected quarantine area\"", \""impactonenvironment\"": \""none as yet\"", \""activityinprogress\"": \""Normal operations\"", \""dischargedetails\"": \""Operations facility\""}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=29fc2112-6c3d-f011-a373-0050568a2d1a,29fc2112-6c3d-f011-a373-0050568a2d1a,,Incident,,2025-06-12T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""29fc2112-6c3d-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=29fc2112-6c3d-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Notification of no standby UV channel available. The UV upgrade contractor has informed U\u00c9 that channel no. 3, at Ringsend WWTP, will be unavailable until 04/06/2025 as they are awaiting the delivery of a part as there is an problem with the penstock. Channel no. 3 is currently stop logged so no flow passes that channel.  The UV works normally on a four duty one standby operation and as such plant operators do not expect treatment to be affected.\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""29fc2112-6c3d-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030423\"", \""subject\"": \""Abatement equipment off-line\"", \""status\"": \""Closed\"", \""licenceid\"": \""4ab24fc5-2bf8-4aa8-ad9e-f4f68c559186\"", \""licenceprofileid\"": \""188b6e9c-77a4-4dd9-895c-17080f6af298\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Abatement equipment off-line\"", \""vulnerablereceptors\"": \""Dublin Bay\"", \""receptors\"": \""No uncontrolled release\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Plant or equipment breakdown at WWTP\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-30T00:00:00\"", \""closeddate\"": \""2025-06-12T00:00:00\"", \""approximatestart\"": \""2025-05-26T12:00:00\"", \""firstnoticed\"": \""2025-05-26T12:00:00\"", \""finishtime\"": \""2025-06-09T16:00:00\"", \""notifiedparties\"": \""Inland Fisheries Ireland\"", \""dischargepoint\"": \""No\"", \""emissionpointname\"": \""n/a\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Notification of no standby UV channel available. The UV upgrade contractor has informed U\\u00c9 that channel no. 3, at Ringsend WWTP, will be unavailable until 04/06/2025 as they are awaiting the delivery of a part as there is an problem with the penstock. Channel no. 3 is currently stop logged so no flow passes that channel.  The UV works normally on a four duty one standby operation and as such plant operators do not expect treatment to be affected.\\r\\n\"", \""otherrelevantinformation\"": null, \""impactonenvironment\"": \""No uncontrolled release\"", \""activityinprogress\"": \""Normal Activities\"", \""dischargedetails\"": \""UV channel no. 3 at Ringsend WWTP.\""}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=31b5dd66-903c-f011-a373-0050568a2d1a,31b5dd66-903c-f011-a373-0050568a2d1a,,Incident,,2025-06-11T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""31b5dd66-903c-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=31b5dd66-903c-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Our Fortnightly Total Nitrogen sample for the 13th May returned a high daily load result of 350Kg's. Our daily concentration was within limits at 63.18mg."", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""31b5dd66-903c-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030409\"", \""subject\"": \""Breach of ELV\"", \""status\"": \""Closed\"", \""licenceid\"": \""89092573-80e4-40a4-858e-a85f6602bf71\"", \""licenceprofileid\"": \""0b7e78be-90fe-4884-abb9-3a8d8e043339\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Breach of ELV\"", \""vulnerablereceptors\"": \""Not applicable\"", \""receptors\"": \""Sewer\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Plant or equipment breakdown at WWTP\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-29T00:00:00\"", \""closeddate\"": \""2025-06-11T00:00:00\"", \""approximatestart\"": \""2025-05-13T08:00:00\"", \""firstnoticed\"": \""2025-05-26T16:30:00\"", \""finishtime\"": \""2025-05-14T08:00:00\"", \""notifiedparties\"": \""\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""P0963-SE2\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Our Fortnightly Total Nitrogen sample for the 13th May returned a high daily load result of 350Kg's. Our daily concentration was within limits at 63.18mg.\"", \""otherrelevantinformation\"": \""Under Step 3 Location - had to input Ammonia as 0 as no parameter here for total Nitrogen. We have no license limits for Ammonia\"", \""impactonenvironment\"": \""No impact as Tirlan Belview sends its effluent to Uisce Eireann WWTP\"", \""activityinprogress\"": \""Normal Production activity was taking place , Pump malfunction on Calandria 1 stage 4  siezed operation causing contents of evap being flushed to drain, resulting in higher than normal plant losses. \"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3ff87740-943c-f011-a373-0050568a2d1a,3ff87740-943c-f011-a373-0050568a2d1a,,Incident,,2025-05-29T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""3ff87740-943c-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3ff87740-943c-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""ELV non-compliance for Ammonia. "", ""submission_date"": """", ""status"": ""Open"", ""metadata"": ""{\""incidentid\"": \""3ff87740-943c-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030411\"", \""subject\"": \""Breach of ELV\"", \""status\"": \""Open\"", \""licenceid\"": \""f41d76ab-203e-e111-ab87-0050568a69e2\"", \""licenceprofileid\"": \""88c38b30-b358-4224-a1f0-1323125bf020\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Breach of ELV\"", \""vulnerablereceptors\"": \""N/A\"", \""receptors\"": \""Water\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Following discussions with operations, the cause of this exceedance is unknown. The plant is to be sampled again in May and UE compliance will update the incident with the latest results. \"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-29T00:00:00\"", \""closeddate\"": null, \""approximatestart\"": \""2025-04-15T00:00:00\"", \""firstnoticed\"": \""2025-05-29T13:05:00\"", \""finishtime\"": \""2025-06-18T15:17:00\"", \""notifiedparties\"": \""Inland Fisheries Ireland\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""TPEFF0200D0082SW001\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""ELV non-compliance for Ammonia. \"", \""otherrelevantinformation\"": \""I would note that the influent Ammonia result on the 15th of May was recoded to be <0.02 mg/l N. We queried Influent & effluent Ammonia results with the lab and it was double checked and the lab are standing by these results. Please find below influent & effluent results for Cootehill samples taken on the 15.04.25. \\r\\nCootehill influent 15.04.25: BOD 14.6 mg/l, SS: 12 mg/l, COD: 36mg/l, Total P: 0.30mg/l, Ammonia: 0.02 mg/l \\r\\nCootehill effluent 15.04.25: BOD 7.8 mg/l, SS: <4 mg/l, COD: 22mg/l, Total P: 0.009mg/l, Ortho O: 0.02 mg/l, Ammonia 3.12 mg/l\\r\\n\\r\\nWe will update the incident with May's results as soon as we are in receipt of them. \"", \""impactonenvironment\"": \""Impact to the environment is thought to be minimal. \"", \""activityinprogress\"": \""Normal plant operations at the time of the incident. \"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6b8499c6-8b3d-f011-a373-0050568a2d1a,6b8499c6-8b3d-f011-a373-0050568a2d1a,,Incident,,2025-06-18T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""6b8499c6-8b3d-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6b8499c6-8b3d-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Scrubber VE06700 shutdown momentarily and this caused the VOC Abatement System to go into a 'hold' state on the DCS system. The scrubber was restarted immediately. However, it took some time to restart the VOC system due to a software issue. This is to be investigated. At the time of the incident there were operations ongoing in the plant as follows:\r\n1)The rate transfer from VE3200 to VE3300 was running - water based material\r\n2) FD34000 was waiting for a transfer from VE3500 and was empty\r\n3)VE3500 ethanol/ water at 74 degrees reflux phase - this has its own condenser and ensures solvent vapours are condensed back into the vessel.\r\n4)VE3700 had the batch solution at 72 degrees in reflux phase - this has its own condenser and ensures solvent vapours are condensed back into the vessel.\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""6b8499c6-8b3d-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030426\"", \""subject\"": \""Abatement equipment off-line\"", \""status\"": \""Closed\"", \""licenceid\"": \""3cc5e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""70af4f9e-968f-4979-b8b4-1902cd92e4f4\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Abatement equipment off-line\"", \""vulnerablereceptors\"": \""N/A\"", \""receptors\"": \""Air\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""By-pass of abatement equipment (not WWTP)\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-30T00:00:00\"", \""closeddate\"": \""2025-06-18T00:00:00\"", \""approximatestart\"": \""2025-05-30T14:22:00\"", \""firstnoticed\"": \""2025-05-30T14:22:00\"", \""finishtime\"": \""2025-05-30T14:54:00\"", \""notifiedparties\"": \""\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""P0007-EP-P2-001\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Scrubber VE06700 shutdown momentarily and this caused the VOC Abatement System to go into a 'hold' state on the DCS system. The scrubber was restarted immediately. However, it took some time to restart the VOC system due to a software issue. This is to be investigated. At the time of the incident there were operations ongoing in the plant as follows:\\r\\n1)The rate transfer from VE3200 to VE3300 was running - water based material\\r\\n2) FD34000 was waiting for a transfer from VE3500 and was empty\\r\\n3)VE3500 ethanol/ water at 74 degrees reflux phase - this has its own condenser and ensures solvent vapours are condensed back into the vessel.\\r\\n4)VE3700 had the batch solution at 72 degrees in reflux phase - this has its own condenser and ensures solvent vapours are condensed back into the vessel.\\r\\n\"", \""otherrelevantinformation\"": \""Investigation in progress.\"", \""impactonenvironment\"": \""Impact investigation completed as per attachment added 'Bypass - potential emissions estimate'. The estimated average kg/hr emission of ethanol during the bypass event on 30/05/2025 is deemed not to be significant as it is well below the licence limit of 3 kg/hr.\"", \""activityinprogress\"": \""At the time of the incident there were operations ongoing in the plant as follows:\\r\\n1)The rate transfer from VE3200 to VE3300 was running - water based material\\r\\n2) FD34000 was waiting for a transfer from VE3500 and was empty\\r\\n3)VE3500 ethanol/ water at 74 degrees reflux phase - this has its own condenser and ensures solvent vapours are condensed back into the vessel.\\r\\n4)VE3700 had the batch solution at 72 degrees in reflux phase - this has its own condenser and ensures solvent vapours are condensed back into the vessel.\\r\\n\"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6cad4baa-8e3c-f011-a373-0050568a2d1a,6cad4baa-8e3c-f011-a373-0050568a2d1a,,Incident,,2025-06-23T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""6cad4baa-8e3c-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6cad4baa-8e3c-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""St. Johnston WWTP had a power failure yesterday evening at 1831pm, power came back on but plant did not reset until the operator arrived onsite at 07:40am today.\r\nNo alarm was received by the operate due to issues with PLC. There was no discharge to the receiving environment. \r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""6cad4baa-8e3c-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030408\"", \""subject\"": \""Abatement equipment off-line\"", \""status\"": \""Closed\"", \""licenceid\"": \""ab785332-ccd0-e111-9c56-0050568a69e2\"", \""licenceprofileid\"": \""172197d7-f841-44ff-9b3f-3180b0481618\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Abatement equipment off-line\"", \""vulnerablereceptors\"": \""NA\"", \""receptors\"": \""Water\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Power outage\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-29T00:00:00\"", \""closeddate\"": \""2025-06-23T00:00:00\"", \""approximatestart\"": \""2025-05-28T18:31:00\"", \""firstnoticed\"": \""2025-05-29T07:40:00\"", \""finishtime\"": \""2025-05-29T07:40:00\"", \""notifiedparties\"": \""Inland Fisheries Ireland\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""TPEFF0600D0538SW001\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""St. Johnston WWTP had a power failure yesterday evening at 1831pm, power came back on but plant did not reset until the operator arrived onsite at 07:40am today.\\r\\nNo alarm was received by the operate due to issues with PLC. There was no discharge to the receiving environment. \\r\\n\"", \""otherrelevantinformation\"": \""This report is the best available information that IW has at this point in time. Further updates will be provided as and\\r\\nwhen information becomes available\"", \""impactonenvironment\"": \""No impact to the receiving environment identified, operator confirmed no discharge. \"", \""activityinprogress\"": \""Normal operations.\"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6ce65aa0-6d3d-f011-a373-0050568a2d1a,6ce65aa0-6d3d-f011-a373-0050568a2d1a,,Incident,,2025-05-30T00:00:00+00:00,2025-06-30T03:04:52.411277+00:00,2025-06-30T03:04:52.411277+00:00,"{""compliance_id"": ""6ce65aa0-6d3d-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6ce65aa0-6d3d-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Kerosene type smell noticed at Gorteens PS on 28/05/2025, this PS feeds into WWTP in Belview. Contractor contacted and PS emptied, washed down and a dissolving agent added to the tank on 29/05/2025. No odour or any Kerosene like material noticed at the WWTP.  The incident has ceased and the source has not been identified.."", ""submission_date"": """", ""status"": ""Open"", ""metadata"": ""{\""incidentid\"": \""6ce65aa0-6d3d-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030425\"", \""subject\"": \""Odour\"", \""status\"": \""Open\"", \""licenceid\"": \""441e76ab-203e-e111-ab87-0050568a69e2\"", \""licenceprofileid\"": \""cac9a717-47ae-41ce-bd7e-cb5cdbbdc805\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Odour\"", \""vulnerablereceptors\"": \""N/A\"", \""receptors\"": \""No uncontrolled release\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Network Infrastructure\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-05-30T00:00:00\"", \""closeddate\"": null, \""approximatestart\"": \""2025-05-28T16:00:00\"", \""firstnoticed\"": \""2025-05-28T16:00:00\"", \""finishtime\"": \""2025-05-29T13:00:00\"", \""notifiedparties\"": \""Department of Agriculture, Food and the Marine, Marine Institute, Food Safety Authority of Ireland, Sea Fisheries Protection Authority, Bord Iascaigh Mhara\"", \""dischargepoint\"": \""No\"", \""emissionpointname\"": \""n/a\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Kerosene type smell noticed at Gorteens PS on 28/05/2025, this PS feeds into WWTP in Belview. Contractor contacted and PS emptied, washed down and a dissolving agent added to the tank on 29/05/2025. No odour or any Kerosene like material noticed at the WWTP.  The incident has ceased and the source has not been identified..\"", \""otherrelevantinformation\"": \""N/A\"", \""impactonenvironment\"": \""no impact as contained at PS\"", \""activityinprogress\"": \""Normal activities\"", \""dischargedetails\"": \""Gorteens PS\""}""}"
