licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Tirlán Limited - P0799,Complaint,"P0799-01, 22/05/2025, Odour complaint",2025-06-20T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=8de8b75e-c737-f011-a373-0050568a2d1a,P0799,0a5e1eb7-ebba-47fb-90b9-8038cc0439c7
Aughinish Alumina Limited - P0035,Incident,,2025-06-20T00:00:00+00:00,Closed,2025-05-20T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=809070c6-8935-f011-a373-0050568a2d1a,P0035,d1e6c8d5-9eb1-4ef3-80ca-36749fa01321
Waste Recovery Services (Fermoy) Limited - W0107,Requests for Approval and Site Reports,Waste Outlet.,2025-06-20T00:00:00+00:00,Closed,2025-01-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=034b1eea-e2df-ef11-a372-0050568a2d1a,W0107,88b52f89-872b-4046-a2ab-d219d6985f1e
Forest Laboratories Ireland Limited - P0306,Site Updates/Notifications,QUARTERLY RTO EMISSION REPORT,2025-06-20T00:00:00+00:00,Closed,2025-05-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1797df8d-e330-f011-a373-0050568a2d1a,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25
Clarochem Ireland Limited - P0125,Site Updates/Notifications,Site Visit Reference No. SV31772,2025-06-20T00:00:00+00:00,Closed,2025-05-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=314e12f6-113b-f011-a373-0050568a2d1a,P0125,582c502f-08c7-4351-8a3e-f35bf25777c1
Adhesives Research Ireland Limited - P0452,Requests for Approval and Site Reports,ODS and F-Gas Maintenance and Leak Check Record,2025-06-20T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4a6a2901-4915-f011-a373-0050568a2d1a,P0452,24b741b8-3179-48f7-b055-bdf4d7f1eedd
Ipsen Manufacturing Limited - P0117,Site Updates/Notifications,SV31851 Action - Bunding,2025-06-20T00:00:00+00:00,Closed,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4fd932cd-d242-f011-a373-0050568a2d1a,P0117,0251c65c-5ad5-49cf-a86f-e1a3404bf003
Boliden Tara Mines Limited - P0516,Requests for Approval and Site Reports,RFA groundwater monitoring frequency at selected locations at TSF in line with Condition 6.8 ,2025-06-20T00:00:00+00:00,Closed,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=52032970-7f1f-f011-a373-0050568a2d1a,P0516,87b64801-f4eb-4205-9197-0233586a0f2e
Mondelez Ireland Production Limited (Coolock) - P0809,Site Updates/Notifications,Bund Hydrostatic Tests and Inspections,2025-06-20T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=649d8233-0c3c-f011-a373-0050568a2d1a,P0809,424e2cce-c667-4fd9-9b74-a2f41ac6f4e9
Socomore Ireland Limited - P0983,Monitoring Returns,Soil Monitoring Report,2025-06-20T00:00:00+00:00,Closed,2025-05-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6f5484c2-da2f-f011-a373-0050568a2d1a,P0983,5a524c30-0fa4-e511-987f-0050568a69e2
