licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
N&C Enterprises Limited - W0292,Complaint,"W0292-01, 09/06/2025, Dust complaint related to N&C Enterprises",2025-06-23T00:00:00+00:00,Open,2025-06-09T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=d212d062-eb45-f011-a373-0050568a2d1a,W0292,54f8da29-b073-e711-bce9-0050568a69e2
Ringsend - D0034,Incident,Uncontrolled Release,2025-06-23T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=23888056-8040-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Birr - D0109,Incident,Abatement equipment off-line,2025-06-23T00:00:00+00:00,Closed,2025-05-27T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=365b9b10-133b-f011-a373-0050568a2d1a,D0109,968aeff0-4daf-45f9-8ca7-1b5289691c17
Ringsend - D0034,Incident,Uncontrolled Release,2025-06-23T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=3833f0ef-7e40-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
St Johnston - D0538,Incident,Abatement equipment off-line,2025-06-23T00:00:00+00:00,Closed,2025-05-29T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=6cad4baa-8e3c-f011-a373-0050568a2d1a,D0538,172197d7-f841-44ff-9b3f-3180b0481618
Ballymore Eustace - D0238,Incident,Uncontrolled Release,2025-06-23T00:00:00+00:00,Closed,2025-06-04T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=936e4c7b-5041-f011-a373-0050568a2d1a,D0238,e6eb8b77-2873-4be0-827e-9f2c2f89227c
Electricity Supply Board (Poolbeg) - P0577,Site Updates/Notifications,ODS and F-Gas Maintenance and leak Check records,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=05bea3c8-0c16-f011-a373-0050568a2d1a,P0577,fb942f45-1bf4-4451-b256-5c7e5bb7d814
Integrated Materials Solutions Limited Partnership - W0129,Requests for Approval and Site Reports,Request for approval to accept inert Enva ADM 19 12 12,2025-06-23T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=10706632-bd3b-f011-a373-0050568a2d1a,W0129,6883afaf-4bda-4b0d-b76d-1808ed2cf9e9
Integrated Materials Solutions Limited Partnership - W0129,Requests for Approval and Site Reports,Return with further information for LR094783,2025-06-23T00:00:00+00:00,Closed,2025-06-04T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1f8b1483-5641-f011-a373-0050568a2d1a,W0129,6883afaf-4bda-4b0d-b76d-1808ed2cf9e9
Dublin Waste to Energy Limited - W0232,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records ,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ff84e80-fc15-f011-a373-0050568a2d1a,W0232,f6d319cd-ac9c-4fd0-a026-b0d7108bedf1
Electricity Supply Board (Marina) - P0578,Requests for Approval and Site Reports,ESB Marina ODS and F-Gas Maintenance and Leak Check Records,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=26bdb608-0c16-f011-a373-0050568a2d1a,P0578,70beb5b6-cbd4-46c7-bf69-5afd4526aae5
Edenderry Power Limited - P0482,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=270460e1-0116-f011-a373-0050568a2d1a,P0482,8cbe826f-23f9-4194-a63b-38c1609e27d9
Hollister ULC - P0918,Site Updates/Notifications,Decommission of Equipment containing ODS/F-gases,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2f00de6a-ed15-f011-a373-0050568a2d1a,P0918,fa3b3496-a792-431f-91c4-d2a8ff782076
Sun Chemical Inks Limited - P0241,Site Updates/Notifications,ODS and F-Gas questionnaire return,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=32633745-ce15-f011-a373-0050568a2d1a,P0241,793cb18a-7eb6-48ec-88dd-0b783b2ee5be
Mondelez Ireland Production Limited (Coolock) - P0809,Site Updates/Notifications,Fire water Retention Pond Integrity Inspection & Test Report 2024,2025-06-23T00:00:00+00:00,Closed,2024-07-02T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=362808b5-5138-ef11-a368-0050568a2d1a,P0809,424e2cce-c667-4fd9-9b74-a2f41ac6f4e9
Howmedica International S.de R.L. Trading As Stryker Orthopaedics - P0023,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=516b805e-1316-f011-a373-0050568a2d1a,P0023,126ab282-3315-4a6f-9777-c7fccd99abbc
Wyeth Nutritionals Ireland Limited - P0395,Site Updates/Notifications,ODS and F-gas Inventory,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=682df44a-1116-f011-a373-0050568a2d1a,P0395,adfead32-ce60-4b4c-8943-fc90207bcf9f
Kepak Clonee - P0167,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=686b1b9e-0e16-f011-a373-0050568a2d1a,P0167,8693cf02-9f27-4dc9-bde4-c2debd6d86df
Rilta Environmental - W0185,Monitoring Returns,Submission of Groundwater Monitoring Report (W1085-01),2025-06-23T00:00:00+00:00,Closed,2025-06-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=77c0bf86-1745-f011-a373-0050568a2d1a,W0185,c85e3bb4-24f2-4e38-b99c-6fa0452a819b
Kerry Agri Business Trading Limited (Farranfore) - P1025,Requests for Approval and Site Reports,Square to round ducting,2025-06-23T00:00:00+00:00,Closed,2025-05-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=89c0b709-a83c-f011-a373-0050568a2d1a,P1025,b396f391-c615-e611-99f8-0050568a69e2
East Cork Landfill Site - W0022,Site Updates/Notifications,Monitoring locations labelling ,2025-06-23T00:00:00+00:00,Closed,2025-03-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8a344b5c-bb08-f011-a373-0050568a2d1a,W0022,f3640799-e47e-4be4-8e17-3f082f4f1642
Mondelez Ireland Production Limited (Coolock) - P0809,Site Updates/Notifications,Trade Effluent Integrity Test 2025,2025-06-23T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=94a76dff-093c-f011-a373-0050568a2d1a,P0809,424e2cce-c667-4fd9-9b74-a2f41ac6f4e9
MSD International GmbH - P0011,Site Updates/Notifications,P0011-06 F-Gas Removals from Site after Equipment Maintenance in 2024,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9955d5ed-0316-f011-a373-0050568a2d1a,P0011,78c80169-1164-478f-8852-2e93e44eb406
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,Monitoring Returns,2024 Dust monitoring report,2025-06-23T00:00:00+00:00,Closed,2025-02-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9cf5d3dd-bfee-ef11-a373-0050568a2d1a,W0183,cf22f339-6828-4cec-af41-c14e1aa882b4
Anglo Beef Processors Ireland T/A ABP Bandon - P0188,Site Updates/Notifications,ODS and FGAS inventory 2025,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9e193234-ec15-f011-a373-0050568a2d1a,P0188,72147da0-7a53-4948-9175-13ea104f48e0
Starrus Eco Holdings Limited (Millenium Business Park) - W0183,Monitoring Returns,2024 Foul monitoring report,2025-06-23T00:00:00+00:00,Closed,2025-02-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a1570c0b-c1ee-ef11-a373-0050568a2d1a,W0183,cf22f339-6828-4cec-af41-c14e1aa882b4
Ringsend - D0034,Site Updates/Notifications,Data and FI requested during reactive SV ,2025-06-23T00:00:00+00:00,Closed,2025-04-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ab709a1b-4819-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Ballinacarrow and Environs - A0318,Site Updates/Notifications,Plant Upgrade February 2025,2025-06-23T00:00:00+00:00,Closed,2025-06-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ad404057-2b45-f011-a373-0050568a2d1a,A0318,6ed93d77-08d1-4948-ac22-dd1437ffcd8a
Irish Packaging Recycling Unlimited Company - W0263,Monitoring Returns,Noise Monitoring 2024,2025-06-23T00:00:00+00:00,Closed,2025-05-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=af2fd5b9-2d3d-f011-a373-0050568a2d1a,W0263,f5f8cc69-287f-45fc-a451-b5b1467c17ba
Ringsend - D0034,Site Updates/Notifications,Data and FI requested during reactive SV3244,2025-06-23T00:00:00+00:00,Closed,2025-04-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b5e48ef6-d41a-f011-a373-0050568a2d1a,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298
Sterling Pharma Ringaskiddy Limited - P0006,Site Updates/Notifications,2024 F Gas Register,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b893a808-e915-f011-a373-0050568a2d1a,P0006,d772370a-5f19-4eab-b3f1-8355324ed590
Churchtown Landfill - W0062,Site Updates/Notifications,Licensee Public Response - SV32524,2025-06-23T00:00:00+00:00,Closed,2025-06-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bc6e6ee2-804b-f011-a373-0050568a2d1a,W0062,2aee786a-3e62-4fe0-9010-d9c5f81a3461
Google Ireland Limited - P1189,Site Updates/Notifications,ODS & F-Gas: Submitting certificates of contractors EPA043373,2025-06-23T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bfa734d9-4b15-f011-a373-0050568a2d1a,P1189,43c43b1d-eccc-43b8-a38e-9440b45ad981
International Aerospace Coatings Limited - P0921,Site Updates/Notifications,Surface Water monitoring frequency,2025-06-23T00:00:00+00:00,Closed,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=c6aab5b1-d142-f011-a373-0050568a2d1a,P0921,af611686-a1a3-4e4a-b8f3-b1514eb1101e
Lufthansa Tehnik Shannon Ltd - P0069,Monitoring Returns,Solvent Management Programme 2024,2025-06-23T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d9f9fef8-b03b-f011-a373-0050568a2d1a,P0069,88fc1792-cedd-4618-8966-bc0869667fc0
JANSSEN SCIENCES IRELAND UC - P0778,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records,2025-06-23T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e4e0253a-5f15-f011-a373-0050568a2d1a,P0778,ff8e8bb5-cf35-4fb1-a789-af7571da741d
Takeda Ireland Limited - P0693,Site Updates/Notifications,ODS and F-Gas Maintenance and Leak Check Records,2025-06-23T00:00:00+00:00,Closed,2025-04-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=eb528c3a-0116-f011-a373-0050568a2d1a,P0693,3bbf892b-2769-4a14-861f-c87dfd752765
Tirlán Limited - P0799,Complaint,"P0799-01, 22/05/2025, Odour complaint",2025-06-20T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=8de8b75e-c737-f011-a373-0050568a2d1a,P0799,0a5e1eb7-ebba-47fb-90b9-8038cc0439c7
Aughinish Alumina Limited - P0035,Incident,Uncontrolled Release,2025-06-20T00:00:00+00:00,Closed,2025-05-20T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=809070c6-8935-f011-a373-0050568a2d1a,P0035,d1e6c8d5-9eb1-4ef3-80ca-36749fa01321
Waste Recovery Services (Fermoy) Limited - W0107,Requests for Approval and Site Reports,Waste Outlet.,2025-06-20T00:00:00+00:00,Closed,2025-01-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=034b1eea-e2df-ef11-a372-0050568a2d1a,W0107,88b52f89-872b-4046-a2ab-d219d6985f1e
Forest Laboratories Ireland Limited - P0306,Site Updates/Notifications,QUARTERLY RTO EMISSION REPORT,2025-06-20T00:00:00+00:00,Closed,2025-05-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1797df8d-e330-f011-a373-0050568a2d1a,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25
Clarochem Ireland Limited - P0125,Site Updates/Notifications,Site Visit Reference No. SV31772,2025-06-20T00:00:00+00:00,Closed,2025-05-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=314e12f6-113b-f011-a373-0050568a2d1a,P0125,582c502f-08c7-4351-8a3e-f35bf25777c1
Adhesives Research Ireland Limited - P0452,Requests for Approval and Site Reports,ODS and F-Gas Maintenance and Leak Check Record,2025-06-20T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4a6a2901-4915-f011-a373-0050568a2d1a,P0452,24b741b8-3179-48f7-b055-bdf4d7f1eedd
Ipsen Manufacturing Limited - P0117,Site Updates/Notifications,SV31851 Action - Bunding,2025-06-20T00:00:00+00:00,Closed,2025-06-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4fd932cd-d242-f011-a373-0050568a2d1a,P0117,0251c65c-5ad5-49cf-a86f-e1a3404bf003
Boliden Tara Mines Limited - P0516,Requests for Approval and Site Reports,RFA groundwater monitoring frequency at selected locations at TSF in line with Condition 6.8 ,2025-06-20T00:00:00+00:00,Closed,2025-04-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=52032970-7f1f-f011-a373-0050568a2d1a,P0516,87b64801-f4eb-4205-9197-0233586a0f2e
Mondelez Ireland Production Limited (Coolock) - P0809,Site Updates/Notifications,Bund Hydrostatic Tests and Inspections,2025-06-20T00:00:00+00:00,Closed,2025-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=649d8233-0c3c-f011-a373-0050568a2d1a,P0809,424e2cce-c667-4fd9-9b74-a2f41ac6f4e9
Socomore Ireland Limited - P0983,Monitoring Returns,Soil Monitoring Report,2025-06-20T00:00:00+00:00,Closed,2025-05-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6f5484c2-da2f-f011-a373-0050568a2d1a,P0983,5a524c30-0fa4-e511-987f-0050568a69e2
Forest Laboratories Ireland Limited - P0306,Monitoring Returns,QUARTERLY VOLUMETRIC FLOW RATE,2025-06-20T00:00:00+00:00,Closed,2025-05-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7d0c7868-d730-f011-a373-0050568a2d1a,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25
Forest Laboratories Ireland Limited - P0306,Site Updates/Notifications,RTO LOGIC DESCRIPTION AND CHEMICAL CABINET CERTS,2025-06-20T00:00:00+00:00,Closed,2025-06-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7f1e9ed2-8740-f011-a373-0050568a2d1a,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25
Irish Cement Limited (Limerick) - P0029,Site Updates/Notifications,ICL Limerick 2025 - Blast 8 29th May,2025-06-20T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7f804b44-a437-f011-a373-0050568a2d1a,P0029,a20c2008-1c83-446a-957a-1d1c34b9b5f2
Carton Bros - P1021,Site Updates/Notifications,Progress Photos ,2025-06-20T00:00:00+00:00,Closed,2025-05-21T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=855110c7-eb35-f011-a373-0050568a2d1a,P1021,6e5dd59e-48ab-e611-8d41-0050568a69e2
Forest Laboratories Ireland Limited - P0306,Site Updates/Notifications,MAY 2025 ACTIVE AIR EMISSION POINTS,2025-06-20T00:00:00+00:00,Closed,2025-05-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=993848bd-c830-f011-a373-0050568a2d1a,P0306,cc43e214-bf6b-48f5-8cc5-fa67457b2e25
Chemifloc Limited - P0076,Monitoring Returns,"SW1, SW2 & SW3 Monitoring for February 2025",2025-06-20T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a20e9fad-d22c-f011-a373-0050568a2d1a,P0076,55500f73-0ba0-4716-8d23-365670e0dc31
Chemifloc Limited - P0076,Monitoring Returns,"SW1, SW2 & SW3 Monitoring for March 2025",2025-06-20T00:00:00+00:00,Closed,2025-05-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e7024fdd-d22c-f011-a373-0050568a2d1a,P0076,55500f73-0ba0-4716-8d23-365670e0dc31
