licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Lower Liffey Valley Regional Sewerage Scheme - D0004,Incident,Uncontrolled Release,2025-06-24T00:00:00+00:00,Closed,2025-05-23T00:00:00,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ec928183-ec37-f011-a373-0050568a2d1a,D0004,7196c04b-4bd8-478e-99af-010482136e26
Ballinagar - D0362,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=122043ae-0225-f011-a373-0050568a2d1a,D0362,be15aaae-c308-436a-b4b5-6bc6c379ab11
Ballinamore - D0281,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=39c4ad69-d425-f011-a373-0050568a2d1a,D0281,22473602-537d-45cf-b696-2746420e31ac
Carlanstown - D0488,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3effc311-0021-f011-a373-0050568a2d1a,D0488,0a85823a-db9d-4bbd-bf4f-da18050b4f59
Ballylynan - D0291,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4036d159-b316-f011-a373-0050568a2d1a,D0291,97e3f612-89da-4660-8087-28ed279770c8
Dungarvan Waste Disposal Site - W0032,Monitoring Returns,2025 slope stability survey ,2025-06-24T00:00:00+00:00,Closed,2025-04-03T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=415298c6-6d10-f011-a373-0050568a2d1a,W0032,c05d6935-9ea3-4293-9701-a683e71e1b02
Kinsale - D0132,Site Updates/Notifications,Licensee Public Response - SV32308,2025-06-24T00:00:00+00:00,Open,2025-06-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=48e761cc-0b51-f011-a373-0050568a2d1a,D0132,ca1418e2-37c6-4715-9a7b-5ed69a537db6
Don French - P0982,Annual Environmental Report,Ammonia Management Plan,2025-06-24T00:00:00+00:00,Closed,2025-05-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=54b47325-453a-f011-a373-0050568a2d1a,P0982,d594e998-52f4-e611-a4f6-0050568a69e2
Achill Island Central Waste Water Treatment Plant - D0072,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-05-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=57bb9f45-3e3a-f011-a373-0050568a2d1a,D0072,d09870f1-c269-4520-a199-373a51b5851b
Milltown Composting Systems Limited - W0270,Site Updates/Notifications,Response to Part 4.5 of SV31573 - Daily Nuisance Inspection Sheet,2025-06-24T00:00:00+00:00,Closed,2025-06-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=5d006df1-0a45-f011-a373-0050568a2d1a,W0270,fe25a7be-b6b1-4353-a8b8-5d5ce20c15dd
Blessington - D0063,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6080d8ae-2d15-f011-a373-0050568a2d1a,D0063,27522e2d-55fb-4e50-8236-23d672c707ec
Borris-in-Ossory - D0290,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6743d048-f320-f011-a373-0050568a2d1a,D0290,bd5c9f41-2d1c-4767-b32a-e05b19568076
Don French - P0982,Annual Environmental Report,AER P0982-01,2025-06-24T00:00:00+00:00,Closed,2025-05-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=6786c8a2-3232-f011-a373-0050568a2d1a,P0982,d594e998-52f4-e611-a4f6-0050568a69e2
Rampere Landfill - W0066,Monitoring Returns,Annual Landfill Gas Flare Monitoring Report 2024,2025-06-24T00:00:00+00:00,Closed,2025-01-02T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7a92b7ee-f6c8-ef11-a36e-0050568a2d1a,W0066,ce558a21-cef0-4883-b109-27eb4b326e32
Ballymahon - D0096,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=806c45d1-0021-f011-a373-0050568a2d1a,D0096,81f43613-76a7-4b58-98c1-91bdd67dda38
Balla - D0216,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-05-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=822e77b8-3e3a-f011-a373-0050568a2d1a,D0216,2a36d3cb-1852-4c7f-9b66-ff7490463257
Ballinaclash - D0412,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8475f7c5-f520-f011-a373-0050568a2d1a,D0412,5553e5fb-cce4-4e7f-bde6-d174b9f08d8a
Irish Cement Limited (Platin) - P0030,Site Updates/Notifications,Kiln Shut Down,2025-06-24T00:00:00+00:00,Closed,2025-05-19T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=85dcde7d-c834-f011-a373-0050568a2d1a,P0030,d35a8ce3-2aa7-4796-b118-b9fd69335ba1
Castlebellingham - D0269,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8c2727ef-921a-f011-a373-0050568a2d1a,D0269,6419d180-2b1a-43f5-b240-1be8876cc2d5
Banagher - D0141,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=96f35a80-5315-f011-a373-0050568a2d1a,D0141,e6eaa9eb-a6bf-4afe-8b84-8376b26940eb
Galmoy Mines Limited - P0517,Site Updates/Notifications,Approval to receive material as part of a trial.  ,2025-06-24T00:00:00+00:00,Closed,2025-04-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=980ac76d-0525-f011-a373-0050568a2d1a,P0517,2d474abd-8042-4974-90ba-473c9d3e6ea5
Ballivor - D0254,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-11T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ab939d57-bf16-f011-a373-0050568a2d1a,D0254,75a22dc5-bf20-4978-8e42-3e5521011a1f
Zinc Processors Limited Trading As Shannonside Galvanizing - P0650,Monitoring Returns,SE 1 Results Mar & Apr 25,2025-06-24T00:00:00+00:00,Closed,2025-06-01T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b2ee5240-c73e-f011-a373-0050568a2d1a,P0650,4f1f67a4-0f13-4d2d-a451-d546f03f1cb4
Premier Periclase Limited - P0376,Site Updates/Notifications,Response to site visit report SV29356,2025-06-24T00:00:00+00:00,Closed,2025-01-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=bb36b394-1edf-ef11-a372-0050568a2d1a,P0376,e3d4cdd5-7ad0-4785-83af-614411710884
Ballynacarrigy - D0482,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=c40aa8f5-0325-f011-a373-0050568a2d1a,D0482,35d5fd54-fa5c-4e32-9ce4-3ae56b7334d7
Blackrock - D0188,Annual Environmental Report,AER 2024,2025-06-24T00:00:00+00:00,Closed,2025-04-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=cb91ca95-f820-f011-a373-0050568a2d1a,D0188,02c378a0-0b5b-42a5-826e-5dc6bb2e7826
