licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,leap_url,document_url
Kells - D0127,Complaint,"SWO3 Newrath Stream ,Kells",2025-06-08T00:00:00+00:00,Open,2025-06-08T00:00:00,D0127,63ffe3ec-a34d-4ff2-9db9-4b3fe294c79c,https://leap.epa.ie/licence-profile/D0127/compliance/complaint/3b63febf-7a47-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=3b63febf-7a47-f011-a373-0050568a2d1a
Dunsink Landfill aka Dunsink Civic Amenity - W0127,Incident,Trigger Level Reached,2025-06-08T00:00:00+00:00,Closed,2025-06-06T00:00:00,W0127,99bc7558-022a-497a-8fe7-895627350df5,https://leap.epa.ie/licence-profile/W0127/compliance/incident/1313f442-f042-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=1313f442-f042-f011-a373-0050568a2d1a
Dundalk Landfill  & Civic Waste Facility - Dundalk Town Council - W0034,Incident,"Flare off at Dundalk landfill, problem with knock out pot at Flare compound",2025-06-08T00:00:00+00:00,Closed,2025-05-29T00:00:00,W0034,ee436f36-3fea-4b61-a588-067056020d96,https://leap.epa.ie/licence-profile/W0034/compliance/incident/8a231f96-6c3c-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8a231f96-6c3c-f011-a373-0050568a2d1a
Drogheda Landfill - Drogheda Borough Council - W0033,Monitoring Returns,Drogheda landfill VOC survey 2025,2025-06-08T00:00:00+00:00,Closed,2025-04-08T00:00:00,W0033,6bc1e2c2-4171-4b38-b9e5-fb044362ec89,https://leap.epa.ie/licence-profile/W0033/compliance/return/1e15c516-5514-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1e15c516-5514-f011-a373-0050568a2d1a
Starrus Eco Holdings Limited (Slane) - W0140,Monitoring Returns,Dust report 2024,2025-06-08T00:00:00+00:00,Closed,2025-02-19T00:00:00,W0140,52f1734b-9458-4591-9f4f-c4279e494290,https://leap.epa.ie/licence-profile/W0140/compliance/return/2a42b2d9-ddee-ef11-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=2a42b2d9-ddee-ef11-a373-0050568a2d1a
Dunsink Landfill aka Dunsink Civic Amenity - W0127,Monitoring Returns,Dunsink Annual Leachate Monitoring Report 2024,2025-06-08T00:00:00+00:00,Closed,2025-01-30T00:00:00,W0127,99bc7558-022a-497a-8fe7-895627350df5,https://leap.epa.ie/licence-profile/W0127/compliance/return/4b882021-41df-ef11-a372-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=4b882021-41df-ef11-a372-0050568a2d1a
Drogheda Landfill - Drogheda Borough Council - W0033,Monitoring Returns,Drogheda flare emissions report 2025,2025-06-08T00:00:00+00:00,Closed,2025-04-08T00:00:00,W0033,6bc1e2c2-4171-4b38-b9e5-fb044362ec89,https://leap.epa.ie/licence-profile/W0033/compliance/return/61c8626f-6714-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=61c8626f-6714-f011-a373-0050568a2d1a
Dundalk Landfill  & Civic Waste Facility - Dundalk Town Council - W0034,Monitoring Returns,Noise report 2025 Dundalk landfill,2025-06-08T00:00:00+00:00,Closed,2025-03-07T00:00:00,W0034,ee436f36-3fea-4b61-a588-067056020d96,https://leap.epa.ie/licence-profile/W0034/compliance/return/70644717-67fb-ef11-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=70644717-67fb-ef11-a373-0050568a2d1a
Starrus Eco Holdings Limited (Cappagh) - W0261,Monitoring Returns,2024 Noise monitoring report,2025-06-08T00:00:00+00:00,Closed,2025-05-28T00:00:00,W0261,4f70fb4a-3092-4d1f-8cad-866457b1e384,https://leap.epa.ie/licence-profile/W0261/compliance/return/83acc249-bd3b-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=83acc249-bd3b-f011-a373-0050568a2d1a
Dundalk Landfill  & Civic Waste Facility - Dundalk Town Council - W0034,Monitoring Returns,Amendment for surface water return 2024,2025-06-08T00:00:00+00:00,Closed,2025-05-13T00:00:00,W0034,ee436f36-3fea-4b61-a588-067056020d96,https://leap.epa.ie/licence-profile/W0034/compliance/return/a9bf4396-4830-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a9bf4396-4830-f011-a373-0050568a2d1a
