licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,profilenumber,licenceprofileid,leap_url,document_url
Swords - D0024,Complaint,Bad Smell from Swords WWTP,2025-06-02T00:00:00+00:00,Open,2025-06-02T00:00:00,D0024,b6f6a05d-2001-434b-bbf5-49e2a3c8e6c2,https://leap.epa.ie/licence-profile/D0024/compliance/complaint/6c37cdf7-7d40-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=6c37cdf7-7d40-f011-a373-0050568a2d1a
Starrus Eco Holdings Limited - W0238,Monitoring Returns,2024 Noise Monitoring Report,2025-06-02T00:00:00+00:00,Closed,2025-05-30T00:00:00,W0238,fa719429-02cf-4fab-9ee8-95381308fd0f,https://leap.epa.ie/licence-profile/W0238/compliance/return/04354f6d-2d3d-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=04354f6d-2d3d-f011-a373-0050568a2d1a
Starrus Eco Holdings Limited (Cappagh) - W0261,Monitoring Returns,2024 Dust monitoring report,2025-06-01T00:00:00+00:00,Closed,2025-05-21T00:00:00,W0261,4f70fb4a-3092-4d1f-8cad-866457b1e384,https://leap.epa.ie/licence-profile/W0261/compliance/return/314019d3-3836-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=314019d3-3836-f011-a373-0050568a2d1a
Whiteriver Landfill Site - W0060,Monitoring Returns,Biological monitoring Whiteriver 2025,2025-06-01T00:00:00+00:00,Closed,2025-05-22T00:00:00,W0060,2bf2b721-b89d-4052-95cc-c61f0bcb1a5d,https://leap.epa.ie/licence-profile/W0060/compliance/return/dc745dc4-2537-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=dc745dc4-2537-f011-a373-0050568a2d1a
Dundalk Landfill  & Civic Waste Facility - Dundalk Town Council - W0034,Monitoring Returns,Compost monitoring Q1 2025,2025-06-01T00:00:00+00:00,Closed,2025-05-06T00:00:00,W0034,ee436f36-3fea-4b61-a588-067056020d96,https://leap.epa.ie/licence-profile/W0034/compliance/return/f49b32cf-942a-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=f49b32cf-942a-f011-a373-0050568a2d1a
Doora Landfill Site - W0031,Incident,Trigger Level Reached,2025-05-31T00:00:00+00:00,Open,2025-05-31T00:00:00,W0031,5ff95c14-6e51-49c6-8b88-0e0a54d5c705,https://leap.epa.ie/licence-profile/W0031/compliance/incident/88f7256a-ed3d-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=88f7256a-ed3d-f011-a373-0050568a2d1a
Doora Landfill Site - W0031,Incident,Trigger Level Reached,2025-05-31T00:00:00+00:00,Open,2025-05-31T00:00:00,W0031,5ff95c14-6e51-49c6-8b88-0e0a54d5c705,https://leap.epa.ie/licence-profile/W0031/compliance/incident/96eb2e09-f03d-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=96eb2e09-f03d-f011-a373-0050568a2d1a
Bord Na Móna Recycling Limited - W0229,Complaint,"W0229-01, 12/05/2025, Odour",2025-05-30T00:00:00+00:00,Closed,2025-05-12T00:00:00,W0229,93e89dfb-c346-49b7-92b2-35865cd7d62d,https://leap.epa.ie/licence-profile/W0229/compliance/complaint/4c242f89-3b2f-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=4c242f89-3b2f-f011-a373-0050568a2d1a
Ringsend - D0034,Complaint,"(W) Potential wastewater discharge at Sandymount Beach, Co Dublin",2025-05-30T00:00:00+00:00,Closed,2025-05-17T00:00:00,D0034,188b6e9c-77a4-4dd9-895c-17080f6af298,https://leap.epa.ie/licence-profile/D0034/compliance/complaint/58eb3f86-6133-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=58eb3f86-6133-f011-a373-0050568a2d1a
Tramore - D0015,Complaint,Odour and Noise from Tramore WWTP,2025-05-30T00:00:00+00:00,Closed,2025-04-30T00:00:00,D0015,ee18cb88-39e8-44bc-9211-63516448868a,https://leap.epa.ie/licence-profile/D0015/compliance/complaint/8fae0387-cb25-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=8fae0387-cb25-f011-a373-0050568a2d1a
Kells - D0127,Complaint,SWO1 Kells,2025-05-30T00:00:00+00:00,Closed,2025-05-12T00:00:00,D0127,63ffe3ec-a34d-4ff2-9db9-4b3fe294c79c,https://leap.epa.ie/licence-profile/D0127/compliance/complaint/a4490b1c-282f-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=a4490b1c-282f-f011-a373-0050568a2d1a
Swords - D0024,Complaint,Pollution Broadmeadow Estuary,2025-05-30T00:00:00+00:00,Closed,2025-05-19T00:00:00,D0024,b6f6a05d-2001-434b-bbf5-49e2a3c8e6c2,https://leap.epa.ie/licence-profile/D0024/compliance/complaint/a71a1da6-9f35-f011-a373-0050568a2d1a,https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=a71a1da6-9f35-f011-a373-0050568a2d1a
