document_url,title,document_date,document_type,compliance_id,last_updated,last_checked,metadata_json
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9eccd4ba-3219-f011-a373-0050568a2d1a,New Product Introduction - Project ABBIE 5,2025-05-13T00:00:00+00:00,Requests for Approval and Site Reports,9eccd4ba-3219-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""9eccd4ba-3219-f011-a373-0050568a2d1a"", ""document_type"": ""Requests for Approval and Site Reports"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=9eccd4ba-3219-f011-a373-0050568a2d1a"", ""title"": ""New Product Introduction - Project ABBIE 5"", ""description"": ""Dear Michael Owens,\r\n\r\nPlease find attached a request for approval in accordance with Condition 1.4 of P0004-06 to introduce stage 5 of a new product (ABBIE) for manufacture onsite.  \r\n\r\nI trust the information provided to the Agency is satisfactory.  If further information or clarification is required, please don\u2019t hesitate to contact the undersigned.\r\n\r\nYours sincerely,\r\nMary Hamilton\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""9eccd4ba-3219-f011-a373-0050568a2d1a\"", \""type\"": \""Requests for Approval and Site Reports\"", \""reference\"": \""LR093553\"", \""subject\"": \""Requests for Approval (RFA) and Site Reports:Condition 1 changes\"", \""status\"": \""Closed\"", \""licenceid\"": \""77036c17-572a-4b35-a68c-7e8d9d2bfc03\"", \""licenceprofileid\"": \""1a507022-d459-4a98-afb9-cc0587998ac1\"", \""datereceived\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-05-13T00:00:00\"", \""title\"": \""New Product Introduction - Project ABBIE 5\"", \""doctype\"": \""Requests for Approval (RFA) and Site Reports\"", \""docsubtype\"": \""Condition 1 changes\"", \""decision\"": \""Approved\"", \""description\"": \""Dear Michael Owens,\\r\\n\\r\\nPlease find attached a request for approval in accordance with Condition 1.4 of P0004-06 to introduce stage 5 of a new product (ABBIE) for manufacture onsite.  \\r\\n\\r\\nI trust the information provided to the Agency is satisfactory.  If further information or clarification is required, please don\\u2019t hesitate to contact the undersigned.\\r\\n\\r\\nYours sincerely,\\r\\nMary Hamilton\\r\\n\"", \""documentcategory\"": \""New or altered Process\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d86baf08-d92c-f011-a373-0050568a2d1a,Licensee Public Response - SV32126,2025-05-12T00:00:00+00:00,Site Updates/Notifications,d86baf08-d92c-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""d86baf08-d92c-f011-a373-0050568a2d1a"", ""document_type"": ""Site Updates/Notifications"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=d86baf08-d92c-f011-a373-0050568a2d1a"", ""title"": ""Licensee Public Response - SV32126"", ""description"": null, ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""d86baf08-d92c-f011-a373-0050568a2d1a\"", \""type\"": \""Site Updates/Notifications\"", \""reference\"": \""LR094330\"", \""subject\"": \""Site Updates/Notifications:Licensee Public Response\"", \""status\"": \""Closed\"", \""licenceid\"": \""127a2cd8-c587-e511-a5db-0050568a69e2\"", \""licenceprofileid\"": \""8e3863ab-c587-e511-a5db-0050568a69e2\"", \""datereceived\"": \""2025-05-09T00:00:00\"", \""closeddate\"": \""2025-05-12T00:00:00\"", \""title\"": \""Licensee Public Response - SV32126\"", \""doctype\"": \""Site Updates/Notifications\"", \""docsubtype\"": \""Licensee Public Response\"", \""decision\"": \""Assessed\"", \""description\"": null, \""documentcategory\"": null, \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=ad99e966-141a-f011-a373-0050568a2d1a,,2025-05-02T00:00:00+00:00,Complaint,ad99e966-141a-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""ad99e966-141a-f011-a373-0050568a2d1a"", ""document_type"": ""Complaint"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Complaint/byid?complaint_id=ad99e966-141a-f011-a373-0050568a2d1a"", ""title"": """", ""description"": """", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""complaintid\"": \""ad99e966-141a-f011-a373-0050568a2d1a\"", \""type\"": \""Complaint\"", \""reference\"": \""COM020714\"", \""subject\"": \""Works leading to odours Mountmellick, Laois\"", \""status\"": \""Closed\"", \""licenceid\"": \""de2076ab-203e-e111-ab87-0050568a69e2\"", \""licenceprofileid\"": \""ba42cb56-2087-422b-94fa-522a5b872952\"", \""datereceived\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-05-02T00:00:00\"", \""complianceinvestigationid\"": null, \""dateoccurred\"": \""2025-04-14T00:00:00\"", \""durationofoccurance\"": \""Odours dissipated at approx 22:30\""}""}"
https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=d18d63e4-fb0a-f011-a373-0050568a2d1a,,2025-04-25T00:00:00+00:00,Site Visit,d18d63e4-fb0a-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""d18d63e4-fb0a-f011-a373-0050568a2d1a"", ""document_type"": ""Site Visit"", ""document_url"": ""https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=d18d63e4-fb0a-f011-a373-0050568a2d1a"", ""title"": """", ""description"": """", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""sitevisitid\"": \""d18d63e4-fb0a-f011-a373-0050568a2d1a\"", \""type\"": \""Site Visit\"", \""subject\"": \""W0217-02, Additional Site Visit, 26/03/2025\"", \""reference\"": \""SV32434\"", \""status\"": \""Closed\"", \""licence_id\"": \""ec58da20-292d-423c-a5f5-add1d6d09a35\"", \""licenceprofile_id\"": \""ccbe4468-627f-4095-96df-8b85c989cc22\"", \""licenseesubmission_id\"": null, \""visit_date\"": \""2025-03-26T00:00:00\"", \""report_issued_date\"": \""2025-04-25T00:00:00\"", \""compliance\"": \""Yes\"", \""summary\"": \""<p>The Agency carried out this site visit to establish progress made at the licensed facility in relation to actions raised at a previous site visit (Ref. No. SV30683) carried out on 08/11/2024.</p>\\n<p>The Licensee was found to be in compliance with its Licence in relation to the areas inspected during this site visit. Three observations were raised in relation to the waste storage plan, storage of waste at the facility yard and odour monitoring.</p>\\n<p>The issues raised require action to be taken by the Licensee as specified in this report.</p>\\n<p>The Licensee is required to submit a response to the observations raised in this site visit report within&nbsp;21 days of the date of issue of this report (using the &lsquo;Make a Response&rsquo; link on the Site Visits page in EDEN), as outlined in the Follow-up Actions section of this report).</p>\\n<p>The Licensee is reminded that failure to comply with any Condition attached to a Licence or revised Licence is an offence.</p>\"", \""announced\"": \""No\"", \""visittype\"": \""OEE\"", \""instigated_by\"": \""Intelligence Led\"", \""sampletaken\"": \""No\"", \""odourassessment\"": \""Yes\"", \""adourassessmentcompliant\"": \""Yes\"", \""licence_regno\"": \""W0217-02\"", \""profile_number\"": \""W0217\""}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8a764e7f-3019-f011-a373-0050568a2d1a,Kepak Clonee - Returns on SV32135,2025-04-22T00:00:00+00:00,Site Updates/Notifications,8a764e7f-3019-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""8a764e7f-3019-f011-a373-0050568a2d1a"", ""document_type"": ""Site Updates/Notifications"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=8a764e7f-3019-f011-a373-0050568a2d1a"", ""title"": ""Kepak Clonee - Returns on SV32135"", ""description"": ""To whom it may concern,\r\n\r\nPlease see attached returns on SV32135.\r\n\r\nKind regards,\r\nAna"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""8a764e7f-3019-f011-a373-0050568a2d1a\"", \""type\"": \""Site Updates/Notifications\"", \""reference\"": \""LR093541\"", \""subject\"": \""Site Updates/Notifications:Response to EPA Report\"", \""status\"": \""Closed\"", \""licenceid\"": \""cac5e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""8693cf02-9f27-4dc9-bde4-c2debd6d86df\"", \""datereceived\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-04-22T00:00:00\"", \""title\"": \""Kepak Clonee - Returns on SV32135\"", \""doctype\"": \""Site Updates/Notifications\"", \""docsubtype\"": \""Response to EPA Report\"", \""decision\"": \""Assessed\"", \""description\"": \""To whom it may concern,\\r\\n\\r\\nPlease see attached returns on SV32135.\\r\\n\\r\\nKind regards,\\r\\nAna\"", \""documentcategory\"": null, \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ac978b77-4119-f011-a373-0050568a2d1a,P0284-02_2024_AER,2025-04-22T00:00:00+00:00,Annual Environmental Report,ac978b77-4119-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""ac978b77-4119-f011-a373-0050568a2d1a"", ""document_type"": ""Annual Environmental Report"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=ac978b77-4119-f011-a373-0050568a2d1a"", ""title"": ""P0284-02_2024_AER"", ""description"": ""P0284-02_2024_AER"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""ac978b77-4119-f011-a373-0050568a2d1a\"", \""type\"": \""Annual Environmental Report\"", \""reference\"": \""LR093578\"", \""subject\"": \""Annual Environmental Report:AER\"", \""status\"": \""Closed\"", \""licenceid\"": \""20c6e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""8876f47f-8916-43a2-b8e5-52201886c6f3\"", \""datereceived\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-04-22T00:00:00\"", \""title\"": \""P0284-02_2024_AER\"", \""doctype\"": \""Annual Environmental Report\"", \""docsubtype\"": \""AER\"", \""decision\"": \""Assessed\"", \""description\"": \""P0284-02_2024_AER\"", \""documentcategory\"": null, \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=871bb53a-1319-f011-a373-0050568a2d1a,,2025-04-17T00:00:00+00:00,Incident,871bb53a-1319-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""871bb53a-1319-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=871bb53a-1319-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Elevated levels of gas at perimeter gas monitoring wells in April 2025"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""871bb53a-1319-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030138\"", \""subject\"": \""Trigger Level Reached\"", \""status\"": \""Closed\"", \""licenceid\"": \""aac9e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""99bc7558-022a-497a-8fe7-895627350df5\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Trigger Level Reached\"", \""vulnerablereceptors\"": \""Air\"", \""receptors\"": \""Air\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Historical contamination issues\"", \""newrecurring\"": \""Recurring\"", \""datenotified\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-04-17T00:00:00\"", \""approximatestart\"": \""2025-04-08T12:00:00\"", \""firstnoticed\"": \""2025-04-10T10:00:00\"", \""finishtime\"": null, \""notifiedparties\"": \""\"", \""dischargepoint\"": \""No\"", \""emissionpointname\"": \""n/a\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Elevated levels of gas at perimeter gas monitoring wells in April 2025\"", \""otherrelevantinformation\"": \""Please see attached gas monitoring results for April 2025 showing elevated levels of gas at the following perimeter wells;\\r\\n\\r\\nElevated CO2 at G38, G40 and G41R.\\r\\n\\r\\nAlso attached, Dunsink gas monitoring location map.\"", \""impactonenvironment\"": \""No impact\"", \""activityinprogress\"": \""Monthly monitoring\"", \""dischargedetails\"": \""G38, G40 and G41R Gas Monitoring Wells\""}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ef37823f-1919-f011-a373-0050568a2d1a,,2025-04-16T00:00:00+00:00,Incident,ef37823f-1919-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""ef37823f-1919-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=ef37823f-1919-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""Samples for total oxidised nitrogen exceeded licence emission limit value (ELV) from 31/03/2025 to 03/04/2025. Emission limit value for total oxidised nitrogen is 15mg/L. Difference in approx. start date of incident and first noticed date as delay in receiving results from accredited external lab. WWTP had not been fully operational while effluent had been removed offsite as stream flow was <0.015 m3/hr. This had meant that the WWTP was not as efficient at reducing total oxidised nitrogen concentration in effluent levels. EPA officer notified via email."", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""ef37823f-1919-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030140\"", \""subject\"": \""Breach of ELV\"", \""status\"": \""Closed\"", \""licenceid\"": \""78e518c5-8109-4ead-b69c-eb2f8d9c4aa3\"", \""licenceprofileid\"": \""a8470f9d-4e5c-4b21-b20a-0b71c869c129\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Breach of ELV\"", \""vulnerablereceptors\"": \""N/A\"", \""receptors\"": \""Water\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Abnormal plant operation including WWTP. No discharge from SW1 to stream under condition 5.1.4 had meant that WWTP was not fully operational.\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-04-16T00:00:00\"", \""approximatestart\"": \""2025-03-31T00:00:00\"", \""firstnoticed\"": \""2025-04-05T15:00:00\"", \""finishtime\"": \""2025-04-03T23:59:00\"", \""notifiedparties\"": \""Inland Fisheries Ireland\"", \""dischargepoint\"": \""Yes\"", \""emissionpointname\"": \""SW1\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""Samples for total oxidised nitrogen exceeded licence emission limit value (ELV) from 31/03/2025 to 03/04/2025. Emission limit value for total oxidised nitrogen is 15mg/L. Difference in approx. start date of incident and first noticed date as delay in receiving results from accredited external lab. WWTP had not been fully operational while effluent had been removed offsite as stream flow was <0.015 m3/hr. This had meant that the WWTP was not as efficient at reducing total oxidised nitrogen concentration in effluent levels. EPA officer notified via email.\"", \""otherrelevantinformation\"": null, \""impactonenvironment\"": \""No Impact.\"", \""activityinprogress\"": \""Normal Activities.\"", \""dischargedetails\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=01d3c223-2519-f011-a373-0050568a2d1a,Revised Fire Risk Assessement and Waste Storage Plan,2025-04-16T00:00:00+00:00,Site Updates/Notifications,01d3c223-2519-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""01d3c223-2519-f011-a373-0050568a2d1a"", ""document_type"": ""Site Updates/Notifications"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=01d3c223-2519-f011-a373-0050568a2d1a"", ""title"": ""Revised Fire Risk Assessement and Waste Storage Plan"", ""description"": ""Hi, \r\nPlease see attached revised fire risk assessment and waste storage plan. \r\n\r\nRegards,\r\nSam "", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""01d3c223-2519-f011-a373-0050568a2d1a\"", \""type\"": \""Site Updates/Notifications\"", \""reference\"": \""LR093537\"", \""subject\"": \""Site Updates/Notifications:Response to EPA Report\"", \""status\"": \""Closed\"", \""licenceid\"": \""36cae87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""8b7b6c5f-c23c-4cac-8858-a7d04cc12567\"", \""datereceived\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-04-16T00:00:00\"", \""title\"": \""Revised Fire Risk Assessement and Waste Storage Plan\"", \""doctype\"": \""Site Updates/Notifications\"", \""docsubtype\"": \""Response to EPA Report\"", \""decision\"": \""Rejected\"", \""description\"": \""Hi, \\r\\nPlease see attached revised fire risk assessment and waste storage plan. \\r\\n\\r\\nRegards,\\r\\nSam \"", \""documentcategory\"": null, \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8c784f92-4819-f011-a373-0050568a2d1a,,2025-04-15T00:00:00+00:00,Incident,8c784f92-4819-f011-a373-0050568a2d1a,2025-05-15T05:25:57.463320+00:00,2025-05-15T05:25:57.463320+00:00,"{""compliance_id"": ""8c784f92-4819-f011-a373-0050568a2d1a"", ""document_type"": ""Incident"", ""document_url"": ""https://data.epa.ie/leap/api/v1/Incident/byid?incident_id=8c784f92-4819-f011-a373-0050568a2d1a"", ""title"": """", ""description"": ""An exceedance of the storm water (SEMP 3) trigger level for pH occurred from 16:07 to 16:13 on the 13th April 2025 following heavy rainfall with the highest level of 9.03 pH recorded. The outlet valve of the retention pond closed in advance of the exceedance so there was no discharge off site and no impact to the environment. A full investigation will be conducted via our incident management system (GS No.525691). The contents of the retention pond will be tested prior to reopening of the valve and valve will be reopened once contents are within the licence limits.\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""incidentid\"": \""8c784f92-4819-f011-a373-0050568a2d1a\"", \""type\"": \""Incident\"", \""reference\"": \""INCI030144\"", \""subject\"": \""Trigger Level Reached\"", \""status\"": \""Closed\"", \""licenceid\"": \""488e4cc2-12e4-4ebf-8420-0b54207ad732\"", \""licenceprofileid\"": \""ff8e8bb5-cf35-4fb1-a789-af7571da741d\"", \""complianceinvestigationid\"": null, \""incidentcategory\"": \""1. Minor\"", \""nature\"": \""Trigger Level Reached\"", \""vulnerablereceptors\"": \""N/A\"", \""receptors\"": \""No uncontrolled release\"", \""likelihoodofreoccurence\"": \""Low\"", \""likelycause\"": \""Heavy rainfall likely to have moved residual lime from INCI030097 (on 8th April) through the storm drains.\"", \""newrecurring\"": \""New\"", \""datenotified\"": \""2025-04-14T00:00:00\"", \""closeddate\"": \""2025-04-15T00:00:00\"", \""approximatestart\"": \""2025-04-13T16:07:00\"", \""firstnoticed\"": \""2025-04-13T16:07:00\"", \""finishtime\"": \""2025-04-13T16:13:00\"", \""notifiedparties\"": \""\"", \""dischargepoint\"": \""No\"", \""emissionpointname\"": \""n/a\"", \""uncontrolledrelease\"": \""n/a\"", \""description\"": \""An exceedance of the storm water (SEMP 3) trigger level for pH occurred from 16:07 to 16:13 on the 13th April 2025 following heavy rainfall with the highest level of 9.03 pH recorded. The outlet valve of the retention pond closed in advance of the exceedance so there was no discharge off site and no impact to the environment. A full investigation will be conducted via our incident management system (GS No.525691). The contents of the retention pond will be tested prior to reopening of the valve and valve will be reopened once contents are within the licence limits.\\r\\n\"", \""otherrelevantinformation\"": \""Refer to the onsite Incident Management System - Good Save No: 525691.\"", \""impactonenvironment\"": \""The outlet valve of the firewater retention pond closed in advance of the exceedance so there was no discharge off site and no impact on the environment.\"", \""activityinprogress\"": \""Normal site activities in progress at the time of the incident.\"", \""dischargedetails\"": \""SEMP3 stormwater monitoring point\""}""}"
