document_url,compliance_id,document_id,document_type,title,document_date,last_updated,last_checked,metadata_json
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0f768362-a334-f011-a373-0050568a2d1a,0f768362-a334-f011-a373-0050568a2d1a,,Monitoring Returns,Atmospheric Emissions Monitoring Results 2025 S1,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""0f768362-a334-f011-a373-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=0f768362-a334-f011-a373-0050568a2d1a"", ""title"": ""Atmospheric Emissions Monitoring Results 2025 S1"", ""description"": ""To whom it may concern,\r\nPlease find below the summary of the air emissions monitoring, which can be seen in more detail in the attached report file also submitted on EDEN. The monitoring was conducted on 14th of March 2025 for both emission points EP1 & EP2 for physical-chemical parameters and airflow monitoring.\r\nWith the results within the specified limits, it fulfils the requirements of the Heraeus operating license in relation to Atmospheric Emissions (condition 5) and monitoring with its limits (item 5.3).\r\n\r\nRespectfully,\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""0f768362-a334-f011-a373-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR094507\"", \""subject\"": \""Monitoring Returns:Air\"", \""status\"": \""Closed\"", \""licenceid\"": \""c2c5e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""d8574c18-c859-4f36-a0b0-3e93f96bc2f0\"", \""datereceived\"": \""2025-05-19T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""Atmospheric Emissions Monitoring Results 2025 S1\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Air\"", \""decision\"": \""Assessed\"", \""description\"": \""To whom it may concern,\\r\\nPlease find below the summary of the air emissions monitoring, which can be seen in more detail in the attached report file also submitted on EDEN. The monitoring was conducted on 14th of March 2025 for both emission points EP1 & EP2 for physical-chemical parameters and airflow monitoring.\\r\\nWith the results within the specified limits, it fulfils the requirements of the Heraeus operating license in relation to Atmospheric Emissions (condition 5) and monitoring with its limits (item 5.3).\\r\\n\\r\\nRespectfully,\\r\\n\"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3be821cb-9f97-ef11-a36b-0050568a2d1a,3be821cb-9f97-ef11-a36b-0050568a2d1a,,Monitoring Returns,	2024 Q3 Heraeus_Effluent Monitoring report,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""3be821cb-9f97-ef11-a36b-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=3be821cb-9f97-ef11-a36b-0050568a2d1a"", ""title"": ""\t2024 Q3 Heraeus_Effluent Monitoring report"", ""description"": ""To whom it may concern, \r\n\r\nPlease find attached for next items, the monitoring results for the P0145 IPC-license number registered.\r\n\r\n1.\tEffluent system emissions, \r\n2.\tDetergents, Organic Solvents, Phenols, Apparent Color, Oil, Fat & Greases (1st semester)\r\n3.\tSurface Water Discharge\r\n4.\tComplaints\r\n\r\n\r\nYours sincerely,\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""3be821cb-9f97-ef11-a36b-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR088546\"", \""subject\"": \""Monitoring Returns:Sewer\"", \""status\"": \""Closed\"", \""licenceid\"": \""c2c5e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""d8574c18-c859-4f36-a0b0-3e93f96bc2f0\"", \""datereceived\"": \""2024-10-31T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""\\t2024 Q3 Heraeus_Effluent Monitoring report\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Sewer\"", \""decision\"": \""Assessed\"", \""description\"": \""To whom it may concern, \\r\\n\\r\\nPlease find attached for next items, the monitoring results for the P0145 IPC-license number registered.\\r\\n\\r\\n1.\\tEffluent system emissions, \\r\\n2.\\tDetergents, Organic Solvents, Phenols, Apparent Color, Oil, Fat & Greases (1st semester)\\r\\n3.\\tSurface Water Discharge\\r\\n4.\\tComplaints\\r\\n\\r\\n\\r\\nYours sincerely,\\r\\n\"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=50b06679-7006-f011-a373-0050568a2d1a,50b06679-7006-f011-a373-0050568a2d1a,,Monitoring Returns,2024 Q4 Emissions to sewer,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""50b06679-7006-f011-a373-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=50b06679-7006-f011-a373-0050568a2d1a"", ""title"": ""2024 Q4 Emissions to sewer"", ""description"": ""Please find attached emissions to sewer for Q4 2024. All results are compliant with no changes in trends. "", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""50b06679-7006-f011-a373-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR092229\"", \""subject\"": \""Monitoring Returns:Sewer\"", \""status\"": \""Closed\"", \""licenceid\"": \""96c5e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""af2d8f84-1b57-424a-a46a-a029fa9d4cda\"", \""datereceived\"": \""2025-03-21T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""2024 Q4 Emissions to sewer\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Sewer\"", \""decision\"": \""Assessed\"", \""description\"": \""Please find attached emissions to sewer for Q4 2024. All results are compliant with no changes in trends. \"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7e8e81f5-23e9-ef11-a372-0050568a2d1a,7e8e81f5-23e9-ef11-a372-0050568a2d1a,,Requests for Approval and Site Reports,2024 CCTV Drain Surveys,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""7e8e81f5-23e9-ef11-a372-0050568a2d1a"", ""document_type"": ""Requests for Approval and Site Reports"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=7e8e81f5-23e9-ef11-a372-0050568a2d1a"", ""title"": ""2024 CCTV Drain Surveys"", ""description"": ""Attached are the CCTV drain surveys for Lakeland Dairies Drying Plant License P0798-02 as requested in site visit report SV29377."", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""7e8e81f5-23e9-ef11-a372-0050568a2d1a\"", \""type\"": \""Requests for Approval and Site Reports\"", \""reference\"": \""LR091020\"", \""subject\"": \""Requests for Approval (RFA) and Site Reports:Tank/Pipeline/Bund Assessments\"", \""status\"": \""Closed\"", \""licenceid\"": \""c5d3cbf3-e634-4f30-befb-1eec064c7dc9\"", \""licenceprofileid\"": \""b687da10-f8e6-41e7-8133-4cfc4525038a\"", \""datereceived\"": \""2025-02-12T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""2024 CCTV Drain Surveys\"", \""doctype\"": \""Requests for Approval (RFA) and Site Reports\"", \""docsubtype\"": \""Tank/Pipeline/Bund Assessments\"", \""decision\"": \""Assessed\"", \""description\"": \""Attached are the CCTV drain surveys for Lakeland Dairies Drying Plant License P0798-02 as requested in site visit report SV29377.\"", \""documentcategory\"": null, \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=845220ab-9185-ef11-a36b-0050568a2d1a,845220ab-9185-ef11-a36b-0050568a2d1a,,Site Updates/Notifications,Site Residuals Management,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""845220ab-9185-ef11-a36b-0050568a2d1a"", ""document_type"": ""Site Updates/Notifications"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=845220ab-9185-ef11-a36b-0050568a2d1a"", ""title"": ""Site Residuals Management"", ""description"": ""Attached is the site closure and residuals management plan as requested in site visit report SV29377."", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""845220ab-9185-ef11-a36b-0050568a2d1a\"", \""type\"": \""Site Updates/Notifications\"", \""reference\"": \""LR088070\"", \""subject\"": \""Site Updates/Notifications:Response to EPA Report\"", \""status\"": \""Closed\"", \""licenceid\"": \""c5d3cbf3-e634-4f30-befb-1eec064c7dc9\"", \""licenceprofileid\"": \""b687da10-f8e6-41e7-8133-4cfc4525038a\"", \""datereceived\"": \""2024-10-08T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""Site Residuals Management\"", \""doctype\"": \""Site Updates/Notifications\"", \""docsubtype\"": \""Response to EPA Report\"", \""decision\"": \""Assessed\"", \""description\"": \""Attached is the site closure and residuals management plan as requested in site visit report SV29377.\"", \""documentcategory\"": null, \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=91bc25f1-440e-f011-a373-0050568a2d1a,91bc25f1-440e-f011-a373-0050568a2d1a,,Monitoring Returns,2024 Noise Survey,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""91bc25f1-440e-f011-a373-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=91bc25f1-440e-f011-a373-0050568a2d1a"", ""title"": ""2024 Noise Survey"", ""description"": ""Dear Pol, \r\n\r\nPlease find attached the annual noise survey report completed on 10th December 2024. \r\n\r\nRegards\r\nJonathan "", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""91bc25f1-440e-f011-a373-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR092942\"", \""subject\"": \""Monitoring Returns:Noise\"", \""status\"": \""Closed\"", \""licenceid\"": \""2f7cdf1a-632d-4e10-8c6a-d3dbbcef433a\"", \""licenceprofileid\"": \""2d17b56f-096e-4ab5-8d7e-d8dda37577e7\"", \""datereceived\"": \""2025-03-31T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""2024 Noise Survey\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Noise\"", \""decision\"": \""Assessed\"", \""description\"": \""Dear Pol, \\r\\n\\r\\nPlease find attached the annual noise survey report completed on 10th December 2024. \\r\\n\\r\\nRegards\\r\\nJonathan \"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a66c0c88-9c26-f011-a373-0050568a2d1a,a66c0c88-9c26-f011-a373-0050568a2d1a,,Monitoring Returns,2025_Q1-Heraeus_Effluent_Monitoring,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""a66c0c88-9c26-f011-a373-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=a66c0c88-9c26-f011-a373-0050568a2d1a"", ""title"": ""2025_Q1-Heraeus_Effluent_Monitoring"", ""description"": ""Reg. No: 145 Third Quarterly (Q1) Report 2025 for monitoring results of Effluent System Emissions and Complaints.\r\n\r\nTo whom it may concern, \r\n\r\nPlease find below for next items, the monitoring results for the above referenced months and licence number registered.\r\n\r\n1.\tEffluent system emissions, \r\n2.\tComplaints\r\n\r\n\r\nYours sincerely,\r\n"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""a66c0c88-9c26-f011-a373-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR094191\"", \""subject\"": \""Monitoring Returns:Sewer\"", \""status\"": \""Closed\"", \""licenceid\"": \""c2c5e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""d8574c18-c859-4f36-a0b0-3e93f96bc2f0\"", \""datereceived\"": \""2025-05-01T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""2025_Q1-Heraeus_Effluent_Monitoring\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Sewer\"", \""decision\"": \""Assessed\"", \""description\"": \""Reg. No: 145 Third Quarterly (Q1) Report 2025 for monitoring results of Effluent System Emissions and Complaints.\\r\\n\\r\\nTo whom it may concern, \\r\\n\\r\\nPlease find below for next items, the monitoring results for the above referenced months and licence number registered.\\r\\n\\r\\n1.\\tEffluent system emissions, \\r\\n2.\\tComplaints\\r\\n\\r\\n\\r\\nYours sincerely,\\r\\n\"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b2ee5240-c73e-f011-a373-0050568a2d1a,b2ee5240-c73e-f011-a373-0050568a2d1a,,Monitoring Returns,SE 1 Results Mar & Apr 25,2025-06-24T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""b2ee5240-c73e-f011-a373-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=b2ee5240-c73e-f011-a373-0050568a2d1a"", ""title"": ""SE 1 Results Mar & Apr 25"", ""description"": ""Suzanne\r\n\r\nPlease find attached the Mar 25 (Q1-2025) and Apr 25 results for SE 1 along with the year to date summary.\r\n\r\nKind Regards"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""b2ee5240-c73e-f011-a373-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR094911\"", \""subject\"": \""Monitoring Returns:Sewer\"", \""status\"": \""Closed\"", \""licenceid\"": \""7a36ecd5-5fd4-4c16-845d-2a90c832e457\"", \""licenceprofileid\"": \""4f1f67a4-0f13-4d2d-a451-d546f03f1cb4\"", \""datereceived\"": \""2025-06-01T00:00:00\"", \""closeddate\"": \""2025-06-24T00:00:00\"", \""title\"": \""SE 1 Results Mar & Apr 25\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Sewer\"", \""decision\"": \""Assessed\"", \""description\"": \""Suzanne\\r\\n\\r\\nPlease find attached the Mar 25 (Q1-2025) and Apr 25 results for SE 1 along with the year to date summary.\\r\\n\\r\\nKind Regards\"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=cd8c2b2f-450e-f011-a373-0050568a2d1a,cd8c2b2f-450e-f011-a373-0050568a2d1a,,Monitoring Returns,Organics Report 2024,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""cd8c2b2f-450e-f011-a373-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=cd8c2b2f-450e-f011-a373-0050568a2d1a"", ""title"": ""Organics Report 2024"", ""description"": ""Hi Pol\r\n\r\nPlease find attached our Organic Report for 2024\r\n\r\nRegards\r\nJonathan "", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""cd8c2b2f-450e-f011-a373-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR092943\"", \""subject\"": \""Monitoring Returns:Water\"", \""status\"": \""Closed\"", \""licenceid\"": \""2f7cdf1a-632d-4e10-8c6a-d3dbbcef433a\"", \""licenceprofileid\"": \""2d17b56f-096e-4ab5-8d7e-d8dda37577e7\"", \""datereceived\"": \""2025-03-31T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""Organics Report 2024\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Water\"", \""decision\"": \""Approved\"", \""description\"": \""Hi Pol\\r\\n\\r\\nPlease find attached our Organic Report for 2024\\r\\n\\r\\nRegards\\r\\nJonathan \"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e1b289da-13be-ef11-a36d-0050568a2d1a,e1b289da-13be-ef11-a36d-0050568a2d1a,,Monitoring Returns,Jan-Nov 2024 Monthly effluent monitoring reports,2025-07-01T00:00:00+00:00,2025-07-02T03:46:56.172665+00:00,2025-07-02T03:46:56.172665+00:00,"{""compliance_id"": ""e1b289da-13be-ef11-a36d-0050568a2d1a"", ""document_type"": ""Monitoring Returns"", ""document_url"": ""https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=e1b289da-13be-ef11-a36d-0050568a2d1a"", ""title"": ""Jan-Nov 2024 Monthly effluent monitoring reports"", ""description"": ""Jan-Nov 2024 Monthly effluent monitoring reports"", ""submission_date"": """", ""status"": ""Closed"", ""metadata"": ""{\""licenseereturnid\"": \""e1b289da-13be-ef11-a36d-0050568a2d1a\"", \""type\"": \""Monitoring Returns\"", \""reference\"": \""LR089584\"", \""subject\"": \""Monitoring Returns:Sewer\"", \""status\"": \""Closed\"", \""licenceid\"": \""d4c6e87d-7c61-e211-9eb5-0050568a69e2\"", \""licenceprofileid\"": \""c52556b1-fa4b-4ba9-83bd-bdbf6e2ffa5c\"", \""datereceived\"": \""2024-12-19T00:00:00\"", \""closeddate\"": \""2025-07-01T00:00:00\"", \""title\"": \""Jan-Nov 2024 Monthly effluent monitoring reports\"", \""doctype\"": \""Monitoring Returns\"", \""docsubtype\"": \""Sewer\"", \""decision\"": \""Assessed\"", \""description\"": \""Jan-Nov 2024 Monthly effluent monitoring reports\"", \""documentcategory\"": \""Compliant\"", \""complianceinvestigationid\"": null}""}"
